#T(H:M:S)     AZ(D)      ELV(D)   RANGE(NS)       US         H'          A'       Rate[X]
 20:49:35   163.3757     9.6786    14295460.9    14295.46  09:40:43   163:22:32  -0.00000
 20:49:36   163.3712     9.7704    14250296.1    14250.30  09:46:13   163:22:16  -0.00000
 20:49:37   163.3667     9.8626    14205143.9    14205.14  09:51:45   163:22:00  -0.00000
 20:49:38   163.3622     9.9553    14160004.8    14160.00  09:57:19   163:21:44  -0.00000
 20:49:39   163.3576    10.0483    14114878.6    14114.88  10:02:54   163:21:27  -0.00000
 20:49:40   163.3530    10.1418    14069765.8    14069.77  10:08:31   163:21:11  -0.00000
 20:49:41   163.3483    10.2357    14024666.4    14024.67  10:14:09   163:20:54  -0.00000
 20:49:42   163.3435    10.3300    13979580.6    13979.58  10:19:48   163:20:37  -0.00000
 20:49:43   163.3388    10.4248    13934508.6    13934.51  10:25:29   163:20:20  -0.00000
 20:49:44   163.3339    10.5199    13889450.6    13889.45  10:31:12   163:20:02  -0.00000
 20:49:45   163.3291    10.6155    13844406.8    13844.41  10:36:56   163:19:45  -0.00000
 20:49:46   163.3241    10.7116    13799377.3    13799.38  10:42:42   163:19:27  -0.00000
 20:49:47   163.3192    10.8080    13754362.5    13754.36  10:48:29   163:19:09  -0.00000
 20:49:48   163.3141    10.9050    13709362.4    13709.36  10:54:18   163:18:51  -0.00000
 20:49:49   163.3091    11.0023    13664377.2    13664.38  11:00:08   163:18:33  -0.00000
 20:49:50   163.3039    11.1002    13619407.3    13619.41  11:06:01   163:18:14  -0.00000
 20:49:51   163.2988    11.1984    13574452.7    13574.45  11:11:54   163:17:56  -0.00000
 20:49:52   163.2935    11.2972    13529513.6    13529.51  11:17:50   163:17:37  -0.00000
 20:49:53   163.2882    11.3964    13484590.4    13484.59  11:23:47   163:17:18  -0.00000
 20:49:54   163.2829    11.4960    13439683.1    13439.68  11:29:46   163:16:58  -0.00000
 20:49:55   163.2775    11.5962    13394792.1    13394.79  11:35:46   163:16:39  -0.00000
 20:49:56   163.2721    11.6968    13349917.5    13349.92  11:41:48   163:16:19  -0.00000
 20:49:57   163.2665    11.7979    13305059.5    13305.06  11:47:52   163:16:00  -0.00000
 20:49:58   163.2610    11.8995    13260218.4    13260.22  11:53:58   163:15:40  -0.00000
 20:49:59   163.2554    12.0016    13215394.3    13215.39  12:00:06   163:15:19  -0.00000
 20:50:00   163.2497    12.1041    13170587.6    13170.59  12:06:15   163:14:59  -0.00000
 20:50:01   163.2439    12.2072    13125798.4    13125.80  12:12:26   163:14:38  -0.00000
 20:50:02   163.2381    12.3108    13081027.0    13081.03  12:18:39   163:14:17  -0.00000
 20:50:03   163.2323    12.4149    13036273.6    13036.27  12:24:54   163:13:56  -0.00000
 20:50:04   163.2264    12.5195    12991538.4    12991.54  12:31:10   163:13:35  -0.00000
 20:50:05   163.2204    12.6246    12946821.8    12946.82  12:37:29   163:13:13  -0.00000
 20:50:06   163.2143    12.7302    12902123.9    12902.12  12:43:49   163:12:52  -0.00000
 20:50:07   163.2082    12.8364    12857444.9    12857.44  12:50:11   163:12:30  -0.00000
 20:50:08   163.2021    12.9431    12812785.2    12812.79  12:56:35   163:12:07  -0.00000
 20:50:09   163.1958    13.0504    12768145.0    12768.14  13:03:01   163:11:45  -0.00000
 20:50:10   163.1895    13.1582    12723524.5    12723.52  13:09:29   163:11:22  -0.00000
 20:50:11   163.1831    13.2665    12678924.0    12678.92  13:16:00   163:10:59  -0.00000
 20:50:12   163.1767    13.3754    12634343.8    12634.34  13:22:32   163:10:36  -0.00000
 20:50:13   163.1702    13.4849    12589784.1    12589.78  13:29:06   163:10:13  -0.00000
 20:50:14   163.1636    13.5949    12545245.3    12545.25  13:35:42   163:09:49  -0.00000
 20:50:15   163.1570    13.7055    12500727.5    12500.73  13:42:20   163:09:25  -0.00000
 20:50:16   163.1503    13.8167    12456231.1    12456.23  13:49:00   163:09:01  -0.00000
 20:50:17   163.1435    13.9285    12411756.3    12411.76  13:55:43   163:08:37  -0.00000
 20:50:18   163.1366    14.0408    12367303.4    12367.30  14:02:27   163:08:12  -0.00000
 20:50:19   163.1297    14.1538    12322872.8    12322.87  14:09:14   163:07:47  -0.00000
 20:50:20   163.1227    14.2673    12278464.7    12278.46  14:16:02   163:07:22  -0.00000
 20:50:21   163.1156    14.3815    12234079.4    12234.08  14:22:53   163:06:56  -0.00000
 20:50:22   163.1084    14.4963    12189717.1    12189.72  14:29:47   163:06:30  -0.00000
 20:50:23   163.1012    14.6117    12145378.3    12145.38  14:36:42   163:06:04  -0.00000
 20:50:24   163.0939    14.7277    12101063.3    12101.06  14:43:40   163:05:38  -0.00000
 20:50:25   163.0865    14.8444    12056772.2    12056.77  14:50:40   163:05:11  -0.00000
 20:50:26   163.0790    14.9616    12012505.5    12012.51  14:57:42   163:04:44  -0.00000
 20:50:27   163.0714    15.0796    11968263.5    11968.26  15:04:47   163:04:17  -0.00000
 20:50:28   163.0638    15.1982    11924046.5    11924.05  15:11:53   163:03:50  -0.00000
 20:50:29   163.0561    15.3174    11879854.8    11879.85  15:19:03   163:03:22  -0.00000
 20:50:30   163.0483    15.4374    11835688.8    11835.69  15:26:15   163:02:54  -0.00000
 20:50:31   163.0404    15.5580    11791548.8    11791.55  15:33:29   163:02:25  -0.00000
 20:50:32   163.0324    15.6792    11747435.1    11747.44  15:40:45   163:01:57  -0.00000
 20:50:33   163.0243    15.8012    11703348.1    11703.35  15:48:04   163:01:27  -0.00000
 20:50:34   163.0161    15.9239    11659288.2    11659.29  15:55:26   163:00:58  -0.00000
 20:50:35   163.0079    16.0472    11615255.7    11615.26  16:02:50   163:00:28  -0.00000
 20:50:36   162.9995    16.1713    11571251.0    11571.25  16:10:17   162:59:58  -0.00000
 20:50:37   162.9911    16.2961    11527274.5    11527.27  16:17:46   162:59:28  -0.00000
 20:50:38   162.9825    16.4216    11483326.4    11483.33  16:25:18   162:58:57  -0.00000
 20:50:39   162.9739    16.5478    11439407.3    11439.41  16:32:52   162:58:26  -0.00000
 20:50:40   162.9652    16.6748    11395517.4    11395.52  16:40:29   162:57:55  -0.00000
 20:50:41   162.9563    16.8026    11351657.3    11351.66  16:48:09   162:57:23  -0.00000
 20:50:42   162.9474    16.9311    11307827.2    11307.83  16:55:52   162:56:51  -0.00000
 20:50:43   162.9384    17.0603    11264027.6    11264.03  17:03:37   162:56:18  -0.00000
 20:50:44   162.9292    17.1904    11220258.8    11220.26  17:11:25   162:55:45  -0.00000
 20:50:45   162.9200    17.3212    11176521.4    11176.52  17:19:16   162:55:12  -0.00000
 20:50:46   162.9106    17.4528    11132815.7    11132.82  17:27:10   162:54:38  -0.00000
 20:50:47   162.9012    17.5852    11089142.2    11089.14  17:35:07   162:54:04  -0.00000
 20:50:48   162.8916    17.7184    11045501.2    11045.50  17:43:06   162:53:30  -0.00000
 20:50:49   162.8819    17.8524    11001893.2    11001.89  17:51:09   162:52:55  -0.00000
 20:50:50   162.8721    17.9873    10958318.8    10958.32  17:59:14   162:52:20  -0.00000
 20:50:51   162.8622    18.1230    10914778.2    10914.78  18:07:23   162:51:44  -0.00000
 20:50:52   162.8522    18.2595    10871272.0    10871.27  18:15:34   162:51:08  -0.00000
 20:50:53   162.8421    18.3969    10827800.6    10827.80  18:23:49   162:50:31  -0.00000
 20:50:54   162.8318    18.5352    10784364.6    10784.36  18:32:07   162:49:55  -0.00000
 20:50:55   162.8214    18.6743    10740964.3    10740.96  18:40:27   162:49:17  -0.00000
 20:50:56   162.8109    18.8143    10697600.3    10697.60  18:48:51   162:48:39  -0.00000
 20:50:57   162.8003    18.9552    10654273.1    10654.27  18:57:19   162:48:01  -0.00000
 20:50:58   162.7895    19.0970    10610983.1    10610.98  19:05:49   162:47:22  -0.00000
 20:50:59   162.7786    19.2397    10567731.0    10567.73  19:14:23   162:46:43  -0.00000
 20:51:00   162.7676    19.3833    10524517.1    10524.52  19:23:00   162:46:03  -0.00000
 20:51:01   162.7565    19.5279    10481342.0    10481.34  19:31:40   162:45:23  -0.00000
 20:51:02   162.7452    19.6734    10438206.3    10438.21  19:40:24   162:44:43  -0.00000
 20:51:03   162.7338    19.8199    10395110.5    10395.11  19:49:12   162:44:02  -0.00000
 20:51:04   162.7222    19.9673    10352055.2    10352.06  19:58:02   162:43:20  -0.00000
 20:51:05   162.7105    20.1158    10309040.8    10309.04  20:06:57   162:42:38  -0.00000
 20:51:06   162.6986    20.2652    10266068.0    10266.07  20:15:55   162:41:55  -0.00000
 20:51:07   162.6866    20.4156    10223137.3    10223.14  20:24:56   162:41:12  -0.00000
 20:51:08   162.6745    20.5670    10180249.4    10180.25  20:34:01   162:40:28  -0.00000
 20:51:09   162.6622    20.7194    10137404.7    10137.40  20:43:10   162:39:44  -0.00000
 20:51:10   162.6498    20.8729    10094604.0    10094.60  20:52:22   162:38:59  -0.00000
 20:51:11   162.6371    21.0274    10051847.8    10051.85  21:01:39   162:38:14  -0.00000
 20:51:12   162.6244    21.1830    10009136.7    10009.14  21:10:59   162:37:28  -0.00000
 20:51:13   162.6115    21.3396     9966471.5     9966.47  21:20:23   162:36:41  -0.00000
 20:51:14   162.5984    21.4974     9923852.6     9923.85  21:29:50   162:35:54  -0.00000
 20:51:15   162.5851    21.6562     9881280.8     9881.28  21:39:22   162:35:06  -0.00000
 20:51:16   162.5717    21.8161     9838756.7     9838.76  21:48:58   162:34:18  -0.00000
 20:51:17   162.5581    21.9772     9796281.1     9796.28  21:58:38   162:33:29  -0.00000
 20:51:18   162.5443    22.1394     9753854.5     9753.85  22:08:22   162:32:39  -0.00000
 20:51:19   162.5304    22.3027     9711477.6     9711.48  22:18:10   162:31:49  -0.00000
 20:51:20   162.5162    22.4672     9669151.3     9669.15  22:28:02   162:30:58  -0.00000
 20:51:21   162.5019    22.6329     9626876.1     9626.88  22:37:59   162:30:07  -0.00000
 20:51:22   162.4874    22.7998     9584652.9     9584.65  22:47:59   162:29:15  -0.00000
 20:51:23   162.4727    22.9679     9542482.3     9542.48  22:58:04   162:28:22  -0.00000
 20:51:24   162.4578    23.1372     9500365.2     9500.37  23:08:14   162:27:28  -0.00000
 20:51:25   162.4427    23.3077     9458302.1     9458.30  23:18:28   162:26:34  -0.00000
 20:51:26   162.4274    23.4795     9416294.1     9416.29  23:28:46   162:25:39  -0.00000
 20:51:27   162.4119    23.6526     9374341.8     9374.34  23:39:09   162:24:43  -0.00000
 20:51:28   162.3962    23.8269     9332446.0     9332.45  23:49:37   162:23:46  -0.00000
 20:51:29   162.3803    24.0025     9290607.5     9290.61  24:00:09   162:22:49  -0.00000
 20:51:30   162.3642    24.1795     9248827.2     9248.83  24:10:46   162:21:51  -0.00000
 20:51:31   162.3478    24.3577     9207106.0     9207.11  24:21:28   162:20:52  -0.00000
 20:51:32   162.3313    24.5373     9165444.6     9165.44  24:32:14   162:19:53  -0.00000
 20:51:33   162.3145    24.7183     9123843.9     9123.84  24:43:06   162:18:52  -0.00000
 20:51:34   162.2974    24.9006     9082304.9     9082.30  24:54:02   162:17:51  -0.00000
 20:51:35   162.2802    25.0844     9040828.4     9040.83  25:05:04   162:16:49  -0.00000
 20:51:36   162.2627    25.2695     8999415.3     8999.42  25:16:10   162:15:46  -0.00000
 20:51:37   162.2449    25.4561     8958066.5     8958.07  25:27:22   162:14:42  -0.00000
 20:51:38   162.2269    25.6441     8916783.1     8916.78  25:38:39   162:13:37  -0.00000
 20:51:39   162.2086    25.8335     8875565.9     8875.57  25:50:01   162:12:31  -0.00000
 20:51:40   162.1901    26.0245     8834416.0     8834.42  26:01:28   162:11:24  -0.00000
 20:51:41   162.1713    26.2169     8793334.3     8793.33  26:13:01   162:10:17  -0.00000
 20:51:42   162.1523    26.4109     8752321.8     8752.32  26:24:39   162:09:08  -0.00000
 20:51:43   162.1329    26.6064     8711379.6     8711.38  26:36:23   162:07:59  -0.00000
 20:51:44   162.1133    26.8034     8670508.7     8670.51  26:48:12   162:06:48  -0.00000
 20:51:45   162.0934    27.0021     8629710.2     8629.71  27:00:07   162:05:36  -0.00000
 20:51:46   162.0732    27.2023     8588985.1     8588.99  27:12:08   162:04:24  -0.00000
 20:51:47   162.0528    27.4041     8548334.5     8548.33  27:24:15   162:03:10  -0.00000
 20:51:48   162.0320    27.6076     8507759.6     8507.76  27:36:27   162:01:55  -0.00000
 20:51:49   162.0109    27.8127     8467261.5     8467.26  27:48:46   162:00:39  -0.00000
 20:51:50   161.9895    28.0195     8426841.3     8426.84  28:01:10   161:59:22  -0.00000
 20:51:51   161.9677    28.2279     8386500.3     8386.50  28:13:41   161:58:04  -0.00000
 20:51:52   161.9456    28.4381     8346239.6     8346.24  28:26:17   161:56:44  -0.00000
 20:51:53   161.9232    28.6500     8306060.4     8306.06  28:39:00   161:55:24  -0.00000
 20:51:54   161.9005    28.8637     8265964.0     8265.96  28:51:49   161:54:02  -0.00000
 20:51:55   161.8774    29.0792     8225951.5     8225.95  29:04:45   161:52:39  -0.00000
 20:51:56   161.8539    29.2964     8186024.4     8186.02  29:17:47   161:51:14  -0.00000
 20:51:57   161.8301    29.5155     8146183.9     8146.18  29:30:56   161:49:48  -0.00000
 20:51:58   161.8059    29.7364     8106431.3     8106.43  29:44:11   161:48:21  -0.00000
 20:51:59   161.7813    29.9592     8066768.0     8066.77  29:57:33   161:46:53  -0.00000
 20:52:00   161.7564    30.1839     8027195.3     8027.20  30:11:02   161:45:23  -0.00000
 20:52:01   161.7310    30.4105     7987714.7     7987.71  30:24:38   161:43:52  -0.00000
 20:52:02   161.7052    30.6391     7948327.5     7948.33  30:38:21   161:42:19  -0.00000
 20:52:03   161.6790    30.8696     7909035.2     7909.04  30:52:10   161:40:45  -0.00000
 20:52:04   161.6524    31.1021     7869839.2     7869.84  31:06:07   161:39:09  -0.00000
 20:52:05   161.6254    31.3366     7830741.1     7830.74  31:20:12   161:37:31  -0.00000
 20:52:06   161.5979    31.5731     7791742.4     7791.74  31:34:23   161:35:52  -0.00000
 20:52:07   161.5699    31.8117     7752844.6     7752.84  31:48:42   161:34:12  -0.00000
 20:52:08   161.5415    32.0524     7714049.3     7714.05  32:03:09   161:32:29  -0.00000
 20:52:09   161.5126    32.2952     7675358.0     7675.36  32:17:43   161:30:45  -0.00000
 20:52:10   161.4832    32.5401     7636772.5     7636.77  32:32:25   161:29:00  -0.00000
 20:52:11   161.4533    32.7873     7598294.3     7598.29  32:47:14   161:27:12  -0.00000
 20:52:12   161.4229    33.0366     7559925.2     7559.93  33:02:12   161:25:23  -0.00000
 20:52:13   161.3920    33.2881     7521666.8     7521.67  33:17:17   161:23:31  -0.00000
 20:52:14   161.3606    33.5418     7483521.0     7483.52  33:32:31   161:21:38  -0.00000
 20:52:15   161.3285    33.7979     7445489.4     7445.49  33:47:52   161:19:43  -0.00000
 20:52:16   161.2960    34.0562     7407573.9     7407.57  34:03:22   161:17:46  -0.00000
 20:52:17   161.2628    34.3169     7369776.3     7369.78  34:19:01   161:15:46  -0.00000
 20:52:18   161.2291    34.5799     7332098.6     7332.10  34:34:48   161:13:45  -0.00000
 20:52:19   161.1947    34.8453     7294542.5     7294.54  34:50:43   161:11:41  -0.00000
 20:52:20   161.1597    35.1131     7257110.0     7257.11  35:06:47   161:09:35  -0.00000
 20:52:21   161.1241    35.3834     7219803.1     7219.80  35:23:00   161:07:27  -0.00000
 20:52:22   161.0879    35.6561     7182623.8     7182.62  35:39:22   161:05:16  -0.00000
 20:52:23   161.0509    35.9314     7145574.1     7145.57  35:55:53   161:03:03  -0.00000
 20:52:24   161.0133    36.2092     7108656.1     7108.66  36:12:33   161:00:48  -0.00000
 20:52:25   160.9749    36.4895     7071871.9     7071.87  36:29:22   160:58:30  -0.00000
 20:52:26   160.9359    36.7724     7035223.6     7035.22  36:46:21   160:56:09  -0.00000
 20:52:27   160.8960    37.0580     6998713.5     6998.71  37:03:29   160:53:46  -0.00000
 20:52:28   160.8554    37.3462     6962343.7     6962.34  37:20:46   160:51:20  -0.00000
 20:52:29   160.8141    37.6370     6926116.4     6926.12  37:38:13   160:48:51  -0.00000
 20:52:30   160.7719    37.9306     6890034.0     6890.03  37:55:50   160:46:19  -0.00000
 20:52:31   160.7288    38.2270     6854098.9     6854.10  38:13:37   160:43:44  -0.00000
 20:52:32   160.6850    38.5261     6818313.3     6818.31  38:31:34   160:41:06  -0.00000
 20:52:33   160.6402    38.8280     6782679.6     6782.68  38:49:41   160:38:25  -0.00000
 20:52:34   160.5945    39.1328     6747200.4     6747.20  39:07:58   160:35:40  -0.00000
 20:52:35   160.5479    39.4404     6711878.2     6711.88  39:26:25   160:32:52  -0.00000
 20:52:36   160.5003    39.7509     6676715.3     6676.72  39:45:03   160:30:01  -0.00000
 20:52:37   160.4518    40.0644     6641714.5     6641.71  40:03:52   160:27:06  -0.00000
 20:52:38   160.4022    40.3809     6606878.4     6606.88  40:22:51   160:24:08  -0.00000
 20:52:39   160.3516    40.7003     6572209.5     6572.21  40:42:01   160:21:06  -0.00000
 20:52:40   160.2998    41.0227     6537710.6     6537.71  41:01:22   160:17:59  -0.00000
 20:52:41   160.2470    41.3483     6503384.5     6503.38  41:20:54   160:14:49  -0.00000
 20:52:42   160.1930    41.6769     6469233.9     6469.23  41:40:37   160:11:35  -0.00000
 20:52:43   160.1378    42.0086     6435261.6     6435.26  42:00:31   160:08:16  -0.00000
 20:52:44   160.0814    42.3435     6401470.6     6401.47  42:20:37   160:04:53  -0.00000
 20:52:45   160.0238    42.6816     6367863.8     6367.86  42:40:54   160:01:26  -0.00000
 20:52:46   159.9648    43.0229     6334444.1     6334.44  43:01:22   159:57:53  -0.00000
 20:52:47   159.9045    43.3674     6301214.5     6301.21  43:22:03   159:54:16  -0.00000
 20:52:48   159.8427    43.7153     6268178.2     6268.18  43:42:55   159:50:34  -0.00000
 20:52:49   159.7796    44.0664     6235338.2     6235.34  44:03:59   159:46:46  -0.00000
 20:52:50   159.7149    44.4209     6202697.7     6202.70  44:25:15   159:42:54  -0.00000
 20:52:51   159.6487    44.7788     6170259.8     6170.26  44:46:44   159:38:55  -0.00000
 20:52:52   159.5809    45.1400     6138027.9     6138.03  45:08:24   159:34:51  -0.00000
 20:52:53   159.5115    45.5047     6106005.2     6106.01  45:30:17   159:30:41  -0.00000
 20:52:54   159.4403    45.8729     6074195.1     6074.20  45:52:22   159:26:25  -0.00000
 20:52:55   159.3674    46.2446     6042601.0     6042.60  46:14:40   159:22:02  -0.00000
 20:52:56   159.2926    46.6197     6011226.3     6011.23  46:37:11   159:17:33  -0.00000
 20:52:57   159.2159    46.9984     5980074.5     5980.07  46:59:54   159:12:57  -0.00000
 20:52:58   159.1372    47.3807     5949149.1     5949.15  47:22:51   159:08:14  -0.00000
 20:52:59   159.0565    47.7666     5918453.8     5918.45  47:46:00   159:03:24  -0.00000
 20:53:00   158.9737    48.1561     5887992.1     5887.99  48:09:22   158:58:25  -0.00000
 20:53:01   158.8886    48.5493     5857767.7     5857.77  48:32:57   158:53:19  -0.00000
 20:53:02   158.8013    48.9461     5827784.4     5827.78  48:56:46   158:48:05  -0.00000
 20:53:03   158.7115    49.3467     5798045.9     5798.05  49:20:48   158:42:41  -0.00000
 20:53:04   158.6193    49.7509     5768556.1     5768.56  49:45:03   158:37:09  -0.00000
 20:53:05   158.5245    50.1589     5739318.9     5739.32  50:09:32   158:31:28  -0.00000
 20:53:06   158.4269    50.5707     5710338.0     5710.34  50:34:14   158:25:37  -0.00000
 20:53:07   158.3266    50.9862     5681617.6     5681.62  50:59:10   158:19:36  -0.00000
 20:53:08   158.2233    51.4055     5653161.5     5653.16  51:24:20   158:13:24  -0.00000
 20:53:09   158.1170    51.8287     5624973.9     5624.97  51:49:43   158:07:01  -0.00000
 20:53:10   158.0075    52.2557     5597058.8     5597.06  52:15:20   158:00:27  -0.00000
 20:53:11   157.8947    52.6865     5569420.4     5569.42  52:41:11   157:53:41  -0.00000
 20:53:12   157.7783    53.1211     5542062.8     5542.06  53:07:16   157:46:42  -0.00000
 20:53:13   157.6584    53.5597     5514990.2     5514.99  53:33:35   157:39:30  -0.00000
 20:53:14   157.5346    54.0020     5488206.9     5488.21  54:00:07   157:32:04  -0.00000
 20:53:15   157.4068    54.4483     5461717.2     5461.72  54:26:54   157:24:25  -0.00000
 20:53:16   157.2749    54.8985     5435525.4     5435.53  54:53:54   157:16:29  -0.00000
 20:53:17   157.1385    55.3525     5409635.8     5409.64  55:21:09   157:08:19  -0.00000
 20:53:18   156.9976    55.8104     5384052.9     5384.05  55:48:37   156:59:51  -0.00000
 20:53:19   156.8518    56.2722     5358781.0     5358.78  56:16:20   156:51:07  -0.00000
 20:53:20   156.7010    56.7378     5333824.7     5333.82  56:44:16   156:42:04  -0.00000
 20:53:21   156.5448    57.2074     5309188.3     5309.19  57:12:26   156:32:41  -0.00000
 20:53:22   156.3830    57.6807     5284876.4     5284.88  57:40:51   156:22:59  -0.00000
 20:53:23   156.2153    58.1579     5260893.5     5260.89  58:09:29   156:12:55  -0.00000
 20:53:24   156.0413    58.6390     5237244.2     5237.24  58:38:20   156:02:29  -0.00000
 20:53:25   155.8607    59.1238     5213933.1     5213.93  59:07:26   155:51:39  -0.00000
 20:53:26   155.6732    59.6124     5190964.6     5190.96  59:36:45   155:40:24  -0.00000
 20:53:27   155.4783    60.1047     5168343.4     5168.34  60:06:17   155:28:42  -0.00000
 20:53:28   155.2756    60.6008     5146074.2     5146.07  60:36:03   155:16:32  -0.00000
 20:53:29   155.0647    61.1006     5124161.4     5124.16  61:06:02   155:03:53  -0.00000
 20:53:30   154.8450    61.6039     5102609.8     5102.61  61:36:14   154:50:42  -0.00000
 20:53:31   154.6159    62.1109     5081424.0     5081.42  62:06:39   154:36:57  -0.00000
 20:53:32   154.3770    62.6214     5060608.5     5060.61  62:37:17   154:22:37  -0.00000
 20:53:33   154.1275    63.1354     5040168.0     5040.17  63:08:08   154:07:39  -0.00000
 20:53:34   153.8668    63.6529     5020107.1     5020.11  63:39:10   153:52:01  -0.00000
 20:53:35   153.5941    64.1736     5000430.4     5000.43  64:10:25   153:35:39  -0.00000
 20:53:36   153.3086    64.6977     4981142.5     4981.14  64:41:52   153:18:31  -0.00000
 20:53:37   153.0094    65.2250     4962247.8     4962.25  65:13:30   153:00:34  -0.00000
 20:53:38   152.6954    65.7554     4943751.0     4943.75  65:45:19   152:41:44  -0.00000
 20:53:39   152.3657    66.2887     4925656.5     4925.66  66:17:19   152:21:57  -0.00000
