#T(H:M:S)     AZ(D)      ELV(D)   RANGE(NS)       US         H'          A'       Rate[X]
 19:15:39    82.2386     8.2441    15063609.4    15063.61  08:14:39   082:14:19  -0.00000
 19:15:40    82.0597     8.2782    15045584.3    15045.58  08:16:41   082:03:35  -0.00000
 19:15:41    81.8804     8.3121    15027688.5    15027.69  08:18:43   081:52:49  -0.00000
 19:15:42    81.7005     8.3458    15009922.4    15009.92  08:20:45   081:42:02  -0.00000
 19:15:43    81.5203     8.3793    14992286.6    14992.29  08:22:46   081:31:13  -0.00000
 19:15:44    81.3395     8.4127    14974781.6    14974.78  08:24:46   081:20:22  -0.00000
 19:15:45    81.1583     8.4458    14957407.7    14957.41  08:26:45   081:09:30  -0.00000
 19:15:46    80.9766     8.4788    14940165.6    14940.17  08:28:44   080:58:36  -0.00000
 19:15:47    80.7945     8.5116    14923055.6    14923.06  08:30:42   080:47:40  -0.00000
 19:15:48    80.6119     8.5441    14906078.3    14906.08  08:32:39   080:36:43  -0.00000
 19:15:49    80.4289     8.5765    14889234.1    14889.23  08:34:35   080:25:44  -0.00000
 19:15:50    80.2454     8.6087    14872523.6    14872.52  08:36:31   080:14:43  -0.00000
 19:15:51    80.0614     8.6406    14855947.1    14855.95  08:38:26   080:03:41  -0.00000
 19:15:52    79.8770     8.6724    14839505.3    14839.51  08:40:20   079:52:37  -0.00000
 19:15:53    79.6922     8.7039    14823198.4    14823.20  08:42:14   079:41:32  -0.00000
 19:15:54    79.5069     8.7352    14807027.1    14807.03  08:44:07   079:30:25  -0.00000
 19:15:55    79.3212     8.7663    14790991.7    14790.99  08:45:59   079:19:16  -0.00000
 19:15:56    79.1350     8.7972    14775092.7    14775.09  08:47:50   079:08:06  -0.00000
 19:15:57    78.9485     8.8279    14759330.7    14759.33  08:49:41   078:56:54  -0.00000
 19:15:58    78.7614     8.8584    14743706.0    14743.71  08:51:30   078:45:41  -0.00000
 19:15:59    78.5740     8.8886    14728219.2    14728.22  08:53:19   078:34:26  -0.00000
 19:16:00    78.3861     8.9186    14712870.6    14712.87  08:55:07   078:23:10  -0.00000
 19:16:01    78.1977     8.9484    14697660.7    14697.66  08:56:54   078:11:52  -0.00000
 19:16:02    78.0090     8.9780    14682590.1    14682.59  08:58:41   078:00:32  -0.00000
 19:16:03    77.8198     9.0074    14667659.0    14667.66  09:00:26   077:49:11  -0.00000
 19:16:04    77.6302     9.0365    14652868.1    14652.87  09:02:11   077:37:49  -0.00000
 19:16:05    77.4402     9.0653    14638217.7    14638.22  09:03:55   077:26:25  -0.00000
 19:16:06    77.2498     9.0940    14623708.2    14623.71  09:05:38   077:14:59  -0.00000
 19:16:07    77.0590     9.1224    14609340.2    14609.34  09:07:21   077:03:32  -0.00000
 19:16:08    76.8677     9.1505    14595114.0    14595.11  09:09:02   076:52:04  -0.00000
 19:16:09    76.6760     9.1785    14581030.1    14581.03  09:10:43   076:40:34  -0.00000
 19:16:10    76.4840     9.2062    14567089.0    14567.09  09:12:22   076:29:02  -0.00000
 19:16:11    76.2915     9.2336    14553290.9    14553.29  09:14:01   076:17:29  -0.00000
 19:16:12    76.0987     9.2608    14539636.5    14539.64  09:15:39   076:05:55  -0.00000
 19:16:13    75.9054     9.2877    14526126.1    14526.13  09:17:16   075:54:19  -0.00000
 19:16:14    75.7117     9.3144    14512760.1    14512.76  09:18:52   075:42:42  -0.00000
 19:16:15    75.5177     9.3409    14499538.9    14499.54  09:20:27   075:31:04  -0.00000
 19:16:16    75.3233     9.3671    14486463.0    14486.46  09:22:01   075:19:24  -0.00000
 19:16:17    75.1284     9.3930    14473532.8    14473.53  09:23:35   075:07:42  -0.00000
 19:16:18    74.9332     9.4187    14460748.6    14460.75  09:25:07   074:56:00  -0.00000
 19:16:19    74.7377     9.4441    14448111.0    14448.11  09:26:39   074:44:16  -0.00000
 19:16:20    74.5417     9.4692    14435620.2    14435.62  09:28:09   074:32:30  -0.00000
 19:16:21    74.3454     9.4941    14423276.7    14423.28  09:29:39   074:20:43  -0.00000
 19:16:22    74.1487     9.5188    14411080.9    14411.08  09:31:08   074:08:55  -0.00000
 19:16:23    73.9516     9.5431    14399033.2    14399.03  09:32:35   073:57:06  -0.00000
 19:16:24    73.7542     9.5672    14387134.0    14387.13  09:34:02   073:45:15  -0.00000
 19:16:25    73.5564     9.5910    14375383.6    14375.38  09:35:28   073:33:23  -0.00000
 19:16:26    73.3583     9.6146    14363782.5    14363.78  09:36:53   073:21:30  -0.00000
 19:16:27    73.1598     9.6379    14352331.0    14352.33  09:38:16   073:09:35  -0.00000
 19:16:28    72.9610     9.6609    14341029.5    14341.03  09:39:39   072:57:40  -0.00000
 19:16:29    72.7618     9.6836    14329878.4    14329.88  09:41:01   072:45:43  -0.00000
 19:16:30    72.5623     9.7060    14318878.0    14318.88  09:42:22   072:33:44  -0.00000
 19:16:31    72.3624     9.7282    14308028.7    14308.03  09:43:41   072:21:45  -0.00000
 19:16:32    72.1623     9.7501    14297330.8    14297.33  09:45:00   072:09:44  -0.00000
 19:16:33    71.9617     9.7717    14286784.8    14286.78  09:46:18   071:57:42  -0.00000
 19:16:34    71.7609     9.7930    14276390.9    14276.39  09:47:35   071:45:39  -0.00000
 19:16:35    71.5598     9.8140    14266149.6    14266.15  09:48:50   071:33:35  -0.00000
 19:16:36    71.3583     9.8347    14256061.1    14256.06  09:50:05   071:21:30  -0.00000
 19:16:37    71.1565     9.8552    14246125.9    14246.13  09:51:19   071:09:23  -0.00000
 19:16:38    70.9544     9.8753    14236344.1    14236.34  09:52:31   070:57:16  -0.00000
 19:16:39    70.7520     9.8952    14226716.3    14226.72  09:53:43   070:45:07  -0.00000
 19:16:40    70.5493     9.9147    14217242.6    14217.24  09:54:53   070:32:57  -0.00000
 19:16:41    70.3463     9.9340    14207923.5    14207.92  09:56:02   070:20:47  -0.00000
 19:16:42    70.1430     9.9529    14198759.2    14198.76  09:57:11   070:08:35  -0.00000
 19:16:43    69.9394     9.9716    14189750.1    14189.75  09:58:18   069:56:22  -0.00000
 19:16:44    69.7355     9.9900    14180896.4    14180.90  09:59:24   069:44:08  -0.00000
 19:16:45    69.5314    10.0080    14172198.5    14172.20  10:00:29   069:31:53  -0.00000
 19:16:46    69.3270    10.0258    14163656.7    14163.66  10:01:33   069:19:37  -0.00000
 19:16:47    69.1223    10.0432    14155271.3    14155.27  10:02:36   069:07:20  -0.00000
 19:16:48    68.9173    10.0604    14147042.5    14147.04  10:03:37   068:55:02  -0.00000
 19:16:49    68.7121    10.0772    14138970.7    14138.97  10:04:38   068:42:44  -0.00000
 19:16:50    68.5066    10.0937    14131056.0    14131.06  10:05:37   068:30:24  -0.00000
 19:16:51    68.3009    10.1099    14123298.9    14123.30  10:06:36   068:18:03  -0.00000
 19:16:52    68.0949    10.1258    14115699.6    14115.70  10:07:33   068:05:42  -0.00000
 19:16:53    67.8887    10.1414    14108258.3    14108.26  10:08:29   067:53:19  -0.00000
 19:16:54    67.6823    10.1567    14100975.4    14100.98  10:09:24   067:40:56  -0.00000
 19:16:55    67.4756    10.1716    14093851.0    14093.85  10:10:18   067:28:32  -0.00000
 19:16:56    67.2687    10.1862    14086885.4    14086.89  10:11:10   067:16:07  -0.00000
 19:16:57    67.0615    10.2005    14080078.9    14080.08  10:12:02   067:03:41  -0.00000
 19:16:58    66.8541    10.2145    14073431.7    14073.43  10:12:52   066:51:15  -0.00000
 19:16:59    66.6466    10.2282    14066944.0    14066.94  10:13:42   066:38:48  -0.00000
 19:17:00    66.4388    10.2415    14060616.2    14060.62  10:14:30   066:26:20  -0.00000
 19:17:01    66.2308    10.2546    14054448.3    14054.45  10:15:16   066:13:51  -0.00000
 19:17:02    66.0226    10.2673    14048440.7    14048.44  10:16:02   066:01:21  -0.00000
 19:17:03    65.8142    10.2796    14042593.5    14042.59  10:16:47   065:48:51  -0.00000
 19:17:04    65.6056    10.2917    14036906.9    14036.91  10:17:30   065:36:20  -0.00000
 19:17:05    65.3969    10.3034    14031381.2    14031.38  10:18:12   065:23:49  -0.00000
 19:17:06    65.1879    10.3148    14026016.6    14026.02  10:18:53   065:11:16  -0.00000
 19:17:07    64.9788    10.3258    14020813.3    14020.81  10:19:33   064:58:44  -0.00000
 19:17:08    64.7695    10.3365    14015771.4    14015.77  10:20:11   064:46:10  -0.00000
 19:17:09    64.5600    10.3469    14010891.1    14010.89  10:20:49   064:33:36  -0.00000
 19:17:10    64.3504    10.3570    14006172.6    14006.17  10:21:25   064:21:02  -0.00000
 19:17:11    64.1407    10.3667    14001616.1    14001.62  10:22:00   064:08:26  -0.00000
 19:17:12    63.9307    10.3761    13997221.7    13997.22  10:22:34   063:55:51  -0.00000
 19:17:13    63.7207    10.3851    13992989.7    13992.99  10:23:06   063:43:14  -0.00000
 19:17:14    63.5105    10.3938    13988920.1    13988.92  10:23:38   063:30:38  -0.00000
 19:17:15    63.3002    10.4022    13985013.2    13985.01  10:24:08   063:18:01  -0.00000
 19:17:16    63.0897    10.4103    13981269.0    13981.27  10:24:37   063:05:23  -0.00000
 19:17:17    62.8791    10.4180    13977687.7    13977.69  10:25:05   062:52:45  -0.00000
 19:17:18    62.6684    10.4253    13974269.4    13974.27  10:25:31   062:40:06  -0.00000
 19:17:19    62.4576    10.4323    13971014.3    13971.01  10:25:56   062:27:27  -0.00000
 19:17:20    62.2467    10.4390    13967922.4    13967.92  10:26:20   062:14:48  -0.00000
 19:17:21    62.0357    10.4454    13964994.0    13964.99  10:26:43   062:02:08  -0.00000
 19:17:22    61.8245    10.4513    13962229.1    13962.23  10:27:05   061:49:28  -0.00000
 19:17:23    61.6133    10.4570    13959627.8    13959.63  10:27:25   061:36:48  -0.00000
 19:17:24    61.4020    10.4623    13957190.1    13957.19  10:27:44   061:24:07  -0.00000
 19:17:25    61.1907    10.4673    13954916.3    13954.92  10:28:02   061:11:26  -0.00000
 19:17:26    60.9792    10.4719    13952806.4    13952.81  10:28:19   060:58:45  -0.00000
 19:17:27    60.7677    10.4762    13950860.4    13950.86  10:28:34   060:46:04  -0.00000
 19:17:28    60.5561    10.4801    13949078.5    13949.08  10:28:48   060:33:22  -0.00000
 19:17:29    60.3445    10.4837    13947460.7    13947.46  10:29:01   060:20:40  -0.00000
 19:17:30    60.1328    10.4870    13946007.1    13946.01  10:29:13   060:07:58  -0.00000
 19:17:31    59.9211    10.4899    13944717.7    13944.72  10:29:23   059:55:16  -0.00000
 19:17:32    59.7093    10.4924    13943592.5    13943.59  10:29:33   059:42:34  -0.00000
 19:17:33    59.4975    10.4946    13942631.7    13942.63  10:29:41   059:29:51  -0.00000
 19:17:34    59.2857    10.4965    13941835.3    13941.84  10:29:47   059:17:08  -0.00000
 19:17:35    59.0738    10.4980    13941203.3    13941.20  10:29:53   059:04:26  -0.00000
 19:17:36    58.8619    10.4992    13940735.6    13940.74  10:29:57   058:51:43  -0.00000
 19:17:37    58.6500    10.5000    13940432.4    13940.43  10:30:00   058:39:00  -0.00000
 19:17:38    58.4381    10.5005    13940293.7    13940.29  10:30:02   058:26:17  -0.00000
 19:17:39    58.2262    10.5006    13940319.5    13940.32  10:30:02   058:13:34  -0.00000
 19:17:40    58.0143    10.5004    13940509.7    13940.51  10:30:01   058:00:52  -0.00000
 19:17:41    57.8024    10.4998    13940864.3    13940.86  10:29:59   057:48:09  -0.00000
 19:17:42    57.5906    10.4989    13941383.5    13941.38  10:29:56   057:35:26  -0.00000
 19:17:43    57.3787    10.4976    13942067.0    13942.07  10:29:51   057:22:43  -0.00000
 19:17:44    57.1669    10.4960    13942915.0    13942.92  10:29:46   057:10:01  -0.00000
 19:17:45    56.9551    10.4941    13943927.4    13943.93  10:29:39   056:57:18  -0.00000
 19:17:46    56.7433    10.4918    13945104.1    13945.10  10:29:30   056:44:36  -0.00000
 19:17:47    56.5316    10.4891    13946445.2    13946.45  10:29:21   056:31:54  -0.00000
 19:17:48    56.3199    10.4862    13947950.5    13947.95  10:29:10   056:19:12  -0.00000
 19:17:49    56.1083    10.4828    13949620.0    13949.62  10:28:58   056:06:30  -0.00000
 19:17:50    55.8968    10.4791    13951453.7    13951.45  10:28:45   055:53:48  -0.00000
 19:17:51    55.6853    10.4751    13953451.6    13953.45  10:28:30   055:41:07  -0.00000
 19:17:52    55.4738    10.4707    13955613.4    13955.61  10:28:15   055:28:26  -0.00000
 19:17:53    55.2625    10.4660    13957939.2    13957.94  10:27:58   055:15:45  -0.00000
 19:17:54    55.0512    10.4610    13960428.8    13960.43  10:27:40   055:03:04  -0.00000
 19:17:55    54.8400    10.4556    13963082.3    13963.08  10:27:20   054:50:24  -0.00000
 19:17:56    54.6290    10.4498    13965899.4    13965.90  10:26:59   054:37:44  -0.00000
 19:17:57    54.4180    10.4438    13968880.2    13968.88  10:26:38   054:25:05  -0.00000
 19:17:58    54.2071    10.4373    13972024.4    13972.02  10:26:14   054:12:25  -0.00000
 19:17:59    53.9963    10.4306    13975332.0    13975.33  10:25:50   053:59:47  -0.00000
 19:18:00    53.7856    10.4235    13978802.9    13978.80  10:25:24   053:47:08  -0.00000
 19:18:01    53.5751    10.4160    13982436.9    13982.44  10:24:58   053:34:30  -0.00000
 19:18:02    53.3647    10.4082    13986233.9    13986.23  10:24:30   053:21:53  -0.00000
 19:18:03    53.1544    10.4001    13990193.8    13990.19  10:24:00   053:09:16  -0.00000
 19:18:04    52.9442    10.3916    13994316.4    13994.32  10:23:30   052:56:39  -0.00000
 19:18:05    52.7342    10.3828    13998601.6    13998.60  10:22:58   052:44:03  -0.00000
 19:18:06    52.5243    10.3737    14003049.3    14003.05  10:22:25   052:31:28  -0.00000
 19:18:07    52.3146    10.3642    14007659.3    14007.66  10:21:51   052:18:53  -0.00000
 19:18:08    52.1050    10.3544    14012431.3    14012.43  10:21:16   052:06:18  -0.00000
 19:18:09    51.8956    10.3443    14017365.4    14017.37  10:20:39   051:53:44  -0.00000
 19:18:10    51.6864    10.3338    14022461.2    14022.46  10:20:02   051:41:11  -0.00000
 19:18:11    51.4773    10.3230    14027718.6    14027.72  10:19:23   051:28:38  -0.00000
 19:18:12    51.2684    10.3119    14033137.4    14033.14  10:18:43   051:16:06  -0.00000
 19:18:13    51.0597    10.3004    14038717.5    14038.72  10:18:01   051:03:35  -0.00000
 19:18:14    50.8512    10.2886    14044458.6    14044.46  10:17:19   050:51:04  -0.00000
 19:18:15    50.6429    10.2765    14050360.5    14050.36  10:16:35   050:38:34  -0.00000
 19:18:16    50.4347    10.2640    14056423.1    14056.42  10:15:51   050:26:05  -0.00000
 19:18:17    50.2268    10.2513    14062646.1    14062.65  10:15:05   050:13:37  -0.00000
 19:18:18    50.0191    10.2382    14069029.2    14069.03  10:14:17   050:01:09  -0.00000
 19:18:19    49.8116    10.2247    14075572.4    14075.57  10:13:29   049:48:42  -0.00000
 19:18:20    49.6043    10.2110    14082275.3    14082.28  10:12:40   049:36:15  -0.00000
 19:18:21    49.3972    10.1969    14089137.7    14089.14  10:11:49   049:23:50  -0.00000
 19:18:22    49.1904    10.1825    14096159.4    14096.16  10:10:57   049:11:25  -0.00000
 19:18:23    48.9838    10.1678    14103340.1    14103.34  10:10:04   048:59:02  -0.00000
 19:18:24    48.7774    10.1528    14110679.6    14110.68  10:09:10   048:46:39  -0.00000
 19:18:25    48.5712    10.1375    14118177.6    14118.18  10:08:15   048:34:16  -0.00000
 19:18:26    48.3653    10.1218    14125833.9    14125.83  10:07:19   048:21:55  -0.00000
 19:18:27    48.1597    10.1058    14133648.3    14133.65  10:06:21   048:09:35  -0.00000
 19:18:28    47.9543    10.0896    14141620.3    14141.62  10:05:22   047:57:16  -0.00000
 19:18:29    47.7492    10.0730    14149749.9    14149.75  10:04:23   047:44:57  -0.00000
 19:18:30    47.5443    10.0561    14158036.6    14158.04  10:03:22   047:32:40  -0.00000
 19:18:31    47.3397    10.0388    14166480.3    14166.48  10:02:20   047:20:23  -0.00000
 19:18:32    47.1354    10.0213    14175080.6    14175.08  10:01:17   047:08:07  -0.00000
 19:18:33    46.9313    10.0035    14183837.2    14183.84  10:00:13   046:55:53  -0.00000
 19:18:34    46.7276     9.9854    14192749.8    14192.75  09:59:07   046:43:39  -0.00000
 19:18:35    46.5241     9.9669    14201818.2    14201.82  09:58:01   046:31:27  -0.00000
 19:18:36    46.3209     9.9482    14211042.0    14211.04  09:56:53   046:19:15  -0.00000
 19:18:37    46.1180     9.9292    14220420.9    14220.42  09:55:45   046:07:05  -0.00000
 19:18:38    45.9154     9.9098    14229954.7    14229.95  09:54:35   045:54:55  -0.00000
 19:18:39    45.7131     9.8902    14239642.9    14239.64  09:53:25   045:42:47  -0.00000
 19:18:40    45.5111     9.8703    14249485.3    14249.49  09:52:13   045:30:40  -0.00000
 19:18:41    45.3095     9.8500    14259481.5    14259.48  09:51:00   045:18:34  -0.00000
 19:18:42    45.1081     9.8295    14269631.2    14269.63  09:49:46   045:06:29  -0.00000
 19:18:43    44.9070     9.8087    14279934.1    14279.93  09:48:31   044:54:25  -0.00000
 19:18:44    44.7063     9.7876    14290389.8    14290.39  09:47:16   044:42:23  -0.00000
 19:18:45    44.5059     9.7663    14300998.0    14301.00  09:45:59   044:30:21  -0.00000
 19:18:46    44.3059     9.7446    14311758.3    14311.76  09:44:41   044:18:21  -0.00000
 19:18:47    44.1062     9.7227    14322670.4    14322.67  09:43:22   044:06:22  -0.00000
 19:18:48    43.9068     9.7004    14333734.0    14333.73  09:42:02   043:54:24  -0.00000
 19:18:49    43.7077     9.6779    14344948.6    14344.95  09:40:41   043:42:28  -0.00000
 19:18:50    43.5090     9.6551    14356313.9    14356.31  09:39:19   043:30:32  -0.00000
 19:18:51    43.3107     9.6321    14367829.5    14367.83  09:37:55   043:18:38  -0.00000
 19:18:52    43.1127     9.6087    14379495.1    14379.50  09:36:31   043:06:46  -0.00000
 19:18:53    42.9150     9.5851    14391310.3    14391.31  09:35:06   042:54:54  -0.00000
 19:18:54    42.7178     9.5612    14403274.6    14403.27  09:33:40   042:43:04  -0.00000
 19:18:55    42.5209     9.5371    14415387.8    14415.39  09:32:14   042:31:15  -0.00000
 19:18:56    42.3243     9.5127    14427649.5    14427.65  09:30:46   042:19:27  -0.00000
 19:18:57    42.1281     9.4880    14440059.2    14440.06  09:29:17   042:07:41  -0.00000
 19:18:58    41.9323     9.4630    14452616.5    14452.62  09:27:47   041:55:56  -0.00000
 19:18:59    41.7369     9.4378    14465321.1    14465.32  09:26:16   041:44:13  -0.00000
 19:19:00    41.5419     9.4123    14478172.6    14478.17  09:24:44   041:32:31  -0.00000
 19:19:01    41.3472     9.3866    14491170.5    14491.17  09:23:12   041:20:50  -0.00000
 19:19:02    41.1529     9.3606    14504314.5    14504.31  09:21:38   041:09:11  -0.00000
 19:19:03    40.9590     9.3344    14517604.1    14517.60  09:20:04   040:57:33  -0.00000
 19:19:04    40.7656     9.3079    14531039.0    14531.04  09:18:28   040:45:56  -0.00000
 19:19:05    40.5725     9.2811    14544618.6    14544.62  09:16:52   040:34:21  -0.00000
 19:19:06    40.3798     9.2541    14558342.7    14558.34  09:15:15   040:22:47  -0.00000
 19:19:07    40.1875     9.2269    14572210.7    14572.21  09:13:37   040:11:15  -0.00000
 19:19:08    39.9956     9.1994    14586222.3    14586.22  09:11:58   039:59:44  -0.00000
 19:19:09    39.8041     9.1716    14600377.0    14600.38  09:10:18   039:48:15  -0.00000
 19:19:10    39.6131     9.1437    14614674.4    14614.67  09:08:37   039:36:47  -0.00000
 19:19:11    39.4224     9.1154    14629114.1    14629.11  09:06:56   039:25:21  -0.00000
 19:19:12    39.2322     9.0870    14643695.6    14643.70  09:05:13   039:13:56  -0.00000
 19:19:13    39.0423     9.0583    14658418.4    14658.42  09:03:30   039:02:32  -0.00000
 19:19:14    38.8529     9.0294    14673282.3    14673.28  09:01:46   038:51:11  -0.00000
 19:19:15    38.6640     9.0002    14688286.6    14688.29  09:00:01   038:39:50  -0.00000
 19:19:16    38.4754     8.9708    14703431.0    14703.43  08:58:15   038:28:32  -0.00000
 19:19:17    38.2873     8.9412    14718715.0    14718.72  08:56:28   038:17:14  -0.00000
 19:19:18    38.0996     8.9114    14734138.2    14734.14  08:54:41   038:05:59  -0.00000
 19:19:19    37.9124     8.8813    14749700.1    14749.70  08:52:53   037:54:44  -0.00000
