#T(H:M:S)     AZ(D)      ELV(D)   RANGE(NS)       US         H'          A'       Rate[X]
 19:19:20    37.7255     8.8510    14765400.2    14765.40  08:51:04   037:43:32  -0.00000
 19:19:21    37.5392     8.8205    14781238.2    14781.24  08:49:14   037:32:21  -0.00000
 19:19:22    37.3532     8.7898    14797213.5    14797.21  08:47:23   037:21:12  -0.00000
 19:19:23    37.1677     8.7588    14813325.7    14813.33  08:45:32   037:10:04  -0.00000
 19:19:24    36.9827     8.7277    14829574.3    14829.57  08:43:40   036:58:58  -0.00000
 19:19:25    36.7980     8.6963    14845958.9    14845.96  08:41:47   036:47:53  -0.00000
 19:19:26    36.6139     8.6647    14862478.9    14862.48  08:39:53   036:36:50  -0.00000
 19:19:27    36.4302     8.6329    14879134.0    14879.13  08:37:58   036:25:49  -0.00000
 19:19:28    36.2469     8.6009    14895923.6    14895.92  08:36:03   036:14:49  -0.00000
 19:19:29    36.0641     8.5687    14912847.4    14912.85  08:34:07   036:03:51  -0.00000
 19:19:30    35.8818     8.5363    14929904.7    14929.90  08:32:11   035:52:54  -0.00000
 19:19:31    35.6999     8.5037    14947095.2    14947.10  08:30:13   035:42:00  -0.00000
 19:19:32    35.5185     8.4709    14964418.3    14964.42  08:28:15   035:31:06  -0.00000
 19:19:33    35.3375     8.4379    14981873.6    14981.87  08:26:16   035:20:15  -0.00000
 19:19:34    35.1570     8.4047    14999460.6    14999.46  08:24:17   035:09:25  -0.00000
 19:19:35    34.9770     8.3713    15017178.9    15017.18  08:22:17   034:58:37  -0.00000
 19:19:36    34.7974     8.3377    15035027.8    15035.03  08:20:16   034:47:51  -0.00000
 19:19:37    34.6183     8.3040    15053007.1    15053.01  08:18:14   034:37:06  -0.00000
 19:19:38    34.4396     8.2700    15071116.1    15071.12  08:16:12   034:26:23  -0.00000
 19:19:39    34.2615     8.2359    15089354.4    15089.35  08:14:09   034:15:41  -0.00000
 19:19:40    34.0838     8.2016    15107721.4    15107.72  08:12:06   034:05:02  -0.00000
 19:19:41    33.9066     8.1671    15126216.8    15126.22  08:10:01   033:54:24  -0.00000
 19:19:42    33.7298     8.1324    15144840.1    15144.84  08:07:57   033:43:47  -0.00000
 19:19:43    33.5536     8.0975    15163590.6    15163.59  08:05:51   033:33:13  -0.00000
 19:19:44    33.3778     8.0625    15182468.0    15182.47  08:03:45   033:22:40  -0.00000
 19:19:45    33.2025     8.0273    15201471.8    15201.47  08:01:38   033:12:09  -0.00000
 19:19:46    33.0276     7.9919    15220601.4    15220.60  07:59:31   033:01:39  -0.00000
 19:19:47    32.8533     7.9564    15239856.3    15239.86  07:57:23   032:51:12  -0.00000
 19:19:48    32.6794     7.9207    15259236.2    15259.24  07:55:14   032:40:46  -0.00000
 19:19:49    32.5060     7.8848    15278740.4    15278.74  07:53:05   032:30:22  -0.00000
 19:19:50    32.3331     7.8487    15298368.4    15298.37  07:50:55   032:19:59  -0.00000
 19:19:51    32.1607     7.8125    15318119.9    15318.12  07:48:45   032:09:39  -0.00000
 19:19:52    31.9888     7.7762    15337994.3    15337.99  07:46:34   031:59:20  -0.00000
 19:19:53    31.8173     7.7397    15357991.0    15357.99  07:44:23   031:49:02  -0.00000
 19:19:54    31.6464     7.7030    15378109.6    15378.11  07:42:11   031:38:47  -0.00000
 19:19:55    31.4759     7.6662    15398349.6    15398.35  07:39:58   031:28:33  -0.00000
 19:19:56    31.3059     7.6292    15418710.5    15418.71  07:37:45   031:18:21  -0.00000
 19:19:57    31.1364     7.5921    15439191.8    15439.19  07:35:31   031:08:11  -0.00000
 19:19:58    30.9674     7.5548    15459793.0    15459.79  07:33:17   030:58:03  -0.00000
 19:19:59    30.7989     7.5174    15480513.5    15480.51  07:31:03   030:47:56  -0.00000
 19:20:00    30.6309     7.4798    15501353.0    15501.35  07:28:47   030:37:51  -0.00000
 19:20:01    30.4634     7.4421    15522310.8    15522.31  07:26:32   030:27:48  -0.00000
 19:20:02    30.2963     7.4043    15543386.5    15543.39  07:24:15   030:17:47  -0.00000
 19:20:03    30.1298     7.3663    15564579.7    15564.58  07:21:59   030:07:47  -0.00000
 19:20:04    29.9638     7.3282    15585889.7    15585.89  07:19:41   029:57:50  -0.00000
 19:20:05    29.7982     7.2899    15607316.0    15607.32  07:17:24   029:47:54  -0.00000
 19:20:06    29.6332     7.2515    15628858.3    15628.86  07:15:05   029:37:59  -0.00000
 19:20:07    29.4686     7.2130    15650515.9    15650.52  07:12:47   029:28:07  -0.00000
 19:20:08    29.3045     7.1744    15672288.5    15672.29  07:10:28   029:18:16  -0.00000
 19:20:09    29.1410     7.1356    15694175.4    15694.18  07:08:08   029:08:27  -0.00000
 19:20:10    28.9779     7.0967    15716176.2    15716.18  07:05:48   028:58:40  -0.00000
 19:20:11    28.8153     7.0577    15738290.3    15738.29  07:03:28   028:48:55  -0.00000
 19:20:12    28.6532     7.0185    15760517.4    15760.52  07:01:07   028:39:12  -0.00000
 19:20:13    28.4916     6.9793    15782856.8    15782.86  06:58:45   028:29:30  -0.00000
 19:20:14    28.3306     6.9399    15805308.1    15805.31  06:56:24   028:19:50  -0.00000
 19:20:15    28.1700     6.9004    15827870.7    15827.87  06:54:01   028:10:12  -0.00000
 19:20:16    28.0099     6.8608    15850544.3    15850.54  06:51:39   028:00:36  -0.00000
 19:20:17    27.8503     6.8210    15873328.2    15873.33  06:49:16   027:51:01  -0.00000
 19:20:18    27.6912     6.7812    15896222.0    15896.22  06:46:52   027:41:28  -0.00000
 19:20:19    27.5326     6.7413    15919225.1    15919.23  06:44:29   027:31:57  -0.00000
 19:20:20    27.3745     6.7012    15942337.2    15942.34  06:42:04   027:22:28  -0.00000
 19:20:21    27.2168     6.6611    15965557.6    15965.56  06:39:40   027:13:01  -0.00000
 19:20:22    27.0597     6.6208    15988886.0    15988.89  06:37:15   027:03:35  -0.00000
 19:20:23    26.9031     6.5804    16012321.7    16012.32  06:34:50   026:54:11  -0.00000
 19:20:24    26.7470     6.5400    16035864.3    16035.86  06:32:24   026:44:49  -0.00000
 19:20:25    26.5914     6.4994    16059513.3    16059.51  06:29:58   026:35:29  -0.00000
 19:20:26    26.4362     6.4587    16083268.2    16083.27  06:27:31   026:26:10  -0.00000
 19:20:27    26.2816     6.4180    16107128.5    16107.13  06:25:05   026:16:54  -0.00000
 19:20:28    26.1275     6.3771    16131093.8    16131.09  06:22:38   026:07:39  -0.00000
 19:20:29    25.9738     6.3362    16155163.5    16155.16  06:20:10   025:58:26  -0.00000
 19:20:30    25.8207     6.2952    16179337.1    16179.34  06:17:43   025:49:14  -0.00000
 19:20:31    25.6680     6.2541    16203614.1    16203.61  06:15:15   025:40:05  -0.00000
 19:20:32    25.5158     6.2129    16227994.1    16227.99  06:12:46   025:30:57  -0.00000
 19:20:33    25.3642     6.1716    16252476.6    16252.48  06:10:18   025:21:51  -0.00000
 19:20:34    25.2130     6.1302    16277061.0    16277.06  06:07:49   025:12:47  -0.00000
 19:20:35    25.0623     6.0887    16301746.9    16301.75  06:05:19   025:03:44  -0.00000
 19:20:36    24.9121     6.0472    16326533.8    16326.53  06:02:50   024:54:44  -0.00000
 19:20:37    24.7624     6.0056    16351421.2    16351.42  06:00:20   024:45:45  -0.00000
 19:20:38    24.6132     5.9639    16376408.7    16376.41  05:57:50   024:36:48  -0.00000
 19:20:39    24.4645     5.9221    16401495.7    16401.50  05:55:20   024:27:52  -0.00000
 19:20:40    24.3163     5.8803    16426681.7    16426.68  05:52:49   024:18:59  -0.00000
 19:20:41    24.1686     5.8384    16451966.4    16451.97  05:50:18   024:10:07  -0.00000
 19:20:42    24.0213     5.7964    16477349.1    16477.35  05:47:47   024:01:17  -0.00000
 19:20:43    23.8745     5.7544    16502829.5    16502.83  05:45:16   023:52:28  -0.00000
 19:20:44    23.7283     5.7123    16528406.9    16528.41  05:42:44   023:43:42  -0.00000
 19:20:45    23.5825     5.6701    16554081.1    16554.08  05:40:12   023:34:57  -0.00000
 19:20:46    23.4372     5.6278    16579851.4    16579.85  05:37:40   023:26:14  -0.00000
 19:20:47    23.2924     5.5855    16605717.5    16605.72  05:35:08   023:17:33  -0.00000
 19:20:48    23.1481     5.5432    16631678.7    16631.68  05:32:35   023:08:53  -0.00000
 19:20:49    23.0042     5.5008    16657734.8    16657.73  05:30:03   023:00:15  -0.00000
 19:20:50    22.8609     5.4583    16683885.1    16683.89  05:27:30   022:51:39  -0.00000
 19:20:51    22.7180     5.4157    16710129.2    16710.13  05:24:57   022:43:05  -0.00000
 19:20:52    22.5756     5.3731    16736466.7    16736.47  05:22:23   022:34:32  -0.00000
 19:20:53    22.4337     5.3305    16762897.0    16762.90  05:19:50   022:26:01  -0.00000
 19:20:54    22.2922     5.2878    16789419.8    16789.42  05:17:16   022:17:32  -0.00000
 19:20:55    22.1513     5.2451    16816034.5    16816.03  05:14:42   022:09:05  -0.00000
 19:20:56    22.0108     5.2023    16842740.7    16842.74  05:12:08   022:00:39  -0.00000
 19:20:57    21.8708     5.1594    16869537.9    16869.54  05:09:34   021:52:15  -0.00000
 19:20:58    21.7313     5.1166    16896425.7    16896.43  05:07:00   021:43:53  -0.00000
 19:20:59    21.5922     5.0736    16923403.5    16923.40  05:04:25   021:35:32  -0.00000
 19:21:00    21.4537     5.0307    16950471.0    16950.47  05:01:50   021:27:13  -0.00000

