#T(H:M:S)     AZ(D)      ELV(D)   RANGE(NS)       US         H'          A'       Rate[X]
 22:34:02   293.7384     8.6130    14879259.6    14879.26  08:36:47   293:44:18  -0.00000
 22:34:03   293.9243     8.5840    14894469.9    14894.47  08:35:03   293:55:27  -0.00000
 22:34:04   294.1098     8.5549    14909807.9    14909.81  08:33:18   294:06:35  -0.00000
 22:34:05   294.2949     8.5256    14925273.4    14925.27  08:31:32   294:17:42  -0.00000
 22:34:06   294.4796     8.4961    14940865.8    14940.87  08:29:46   294:28:46  -0.00000
 22:34:07   294.6639     8.4664    14956584.8    14956.58  08:27:59   294:39:50  -0.00000
 22:34:08   294.8477     8.4364    14972430.0    14972.43  08:26:11   294:50:52  -0.00000
 22:34:09   295.0312     8.4063    14988400.9    14988.40  08:24:23   295:01:52  -0.00000
 22:34:10   295.2143     8.3760    15004497.0    15004.50  08:22:34   295:12:51  -0.00000
 22:34:11   295.3969     8.3456    15020718.1    15020.72  08:20:44   295:23:49  -0.00000
 22:34:12   295.5791     8.3149    15037063.5    15037.06  08:18:54   295:34:45  -0.00000
 22:34:13   295.7609     8.2840    15053533.0    15053.53  08:17:02   295:45:39  -0.00000
 22:34:14   295.9423     8.2530    15070126.1    15070.13  08:15:11   295:56:32  -0.00000
 22:34:15   296.1233     8.2217    15086842.3    15086.84  08:13:18   296:07:24  -0.00000
 22:34:16   296.3038     8.1903    15103681.2    15103.68  08:11:25   296:18:14  -0.00000
 22:34:17   296.4839     8.1588    15120642.4    15120.64  08:09:32   296:29:02  -0.00000
 22:34:18   296.6636     8.1270    15137725.4    15137.73  08:07:37   296:39:49  -0.00000
 22:34:19   296.8429     8.0950    15154929.9    15154.93  08:05:42   296:50:34  -0.00000
 22:34:20   297.0217     8.0629    15172255.3    15172.26  08:03:47   297:01:18  -0.00000
 22:34:21   297.2001     8.0307    15189701.2    15189.70  08:01:50   297:12:00  -0.00000
 22:34:22   297.3781     7.9982    15207267.3    15207.27  07:59:54   297:22:41  -0.00000
 22:34:23   297.5557     7.9656    15224952.9    15224.95  07:57:56   297:33:20  -0.00000
 22:34:24   297.7328     7.9328    15242757.8    15242.76  07:55:58   297:43:58  -0.00000
 22:34:25   297.9094     7.8998    15260681.5    15260.68  07:53:59   297:54:34  -0.00000
 22:34:26   298.0857     7.8667    15278723.5    15278.72  07:52:00   298:05:08  -0.00000
 22:34:27   298.2615     7.8334    15296883.3    15296.88  07:50:00   298:15:41  -0.00000
 22:34:28   298.4368     7.8000    15315160.6    15315.16  07:48:00   298:26:13  -0.00000
 22:34:29   298.6118     7.7664    15333554.9    15333.55  07:45:59   298:36:42  -0.00000
 22:34:30   298.7863     7.7326    15352065.7    15352.07  07:43:57   298:47:11  -0.00000
 22:34:31   298.9603     7.6987    15370692.6    15370.69  07:41:55   298:57:37  -0.00000
 22:34:32   299.1339     7.6647    15389435.1    15389.44  07:39:53   299:08:02  -0.00000
 22:34:33   299.3071     7.6305    15408292.9    15408.29  07:37:50   299:18:25  -0.00000
 22:34:34   299.4798     7.5961    15427265.3    15427.27  07:35:46   299:28:47  -0.00000
 22:34:35   299.6520     7.5616    15446352.1    15446.35  07:33:42   299:39:07  -0.00000
 22:34:36   299.8239     7.5269    15465552.7    15465.55  07:31:37   299:49:26  -0.00000
 22:34:37   299.9953     7.4921    15484866.8    15484.87  07:29:32   299:59:43  -0.00000
 22:34:38   300.1662     7.4572    15504293.7    15504.29  07:27:26   300:09:58  -0.00000
 22:34:39   300.3367     7.4221    15523833.2    15523.83  07:25:20   300:20:12  -0.00000
 22:34:40   300.5067     7.3869    15543484.7    15543.48  07:23:13   300:30:24  -0.00000
 22:34:41   300.6763     7.3515    15563247.8    15563.25  07:21:05   300:40:35  -0.00000
 22:34:42   300.8454     7.3160    15583122.0    15583.12  07:18:58   300:50:44  -0.00000
 22:34:43   301.0141     7.2804    15603106.9    15603.11  07:16:49   301:00:51  -0.00000
 22:34:44   301.1824     7.2446    15623202.0    15623.20  07:14:41   301:10:57  -0.00000
 22:34:45   301.3502     7.2087    15643407.0    15643.41  07:12:31   301:21:01  -0.00000
 22:34:46   301.5175     7.1727    15663721.2    15663.72  07:10:22   301:31:03  -0.00000
 22:34:47   301.6844     7.1366    15684144.3    15684.14  07:08:12   301:41:04  -0.00000
 22:34:48   301.8508     7.1003    15704675.9    15704.68  07:06:01   301:51:03  -0.00000
 22:34:49   302.0168     7.0639    15725315.4    15725.32  07:03:50   302:01:00  -0.00000
 22:34:50   302.1823     7.0274    15746062.4    15746.06  07:01:39   302:10:56  -0.00000
 22:34:51   302.3474     6.9907    15766916.5    15766.92  06:59:27   302:20:51  -0.00000
 22:34:52   302.5120     6.9540    15787877.2    15787.88  06:57:14   302:30:43  -0.00000
 22:34:53   302.6762     6.9171    15808944.1    15808.94  06:55:02   302:40:34  -0.00000
 22:34:54   302.8399     6.8801    15830116.6    15830.12  06:52:48   302:50:24  -0.00000
 22:34:55   303.0032     6.8430    15851394.5    15851.39  06:50:35   303:00:11  -0.00000
 22:34:56   303.1660     6.8058    15872777.1    15872.78  06:48:21   303:09:57  -0.00000
 22:34:57   303.3283     6.7685    15894264.0    15894.26  06:46:06   303:19:42  -0.00000
 22:34:58   303.4902     6.7310    15915854.9    15915.85  06:43:52   303:29:25  -0.00000
 22:34:59   303.6517     6.6935    15937549.2    15937.55  06:41:36   303:39:06  -0.00000
 22:35:00   303.8126     6.6558    15959346.4    15959.35  06:39:21   303:48:46  -0.00000
 22:35:01   303.9732     6.6181    15981246.3    15981.25  06:37:05   303:58:23  -0.00000
 22:35:02   304.1333     6.5802    16003248.2    16003.25  06:34:49   304:08:00  -0.00000
 22:35:03   304.2929     6.5422    16025351.7    16025.35  06:32:32   304:17:34  -0.00000
 22:35:04   304.4520     6.5042    16047556.4    16047.56  06:30:15   304:27:07  -0.00000
 22:35:05   304.6108     6.4660    16069861.9    16069.86  06:27:58   304:36:39  -0.00000
 22:35:06   304.7690     6.4278    16092267.7    16092.27  06:25:40   304:46:08  -0.00000
 22:35:07   304.9268     6.3894    16114773.3    16114.77  06:23:22   304:55:37  -0.00000
 22:35:08   305.0842     6.3510    16137378.3    16137.38  06:21:03   305:05:03  -0.00000
 22:35:09   305.2411     6.3124    16160082.2    16160.08  06:18:45   305:14:28  -0.00000
 22:35:10   305.3975     6.2738    16182884.6    16182.88  06:16:26   305:23:51  -0.00000
 22:35:11   305.5535     6.2351    16205785.1    16205.79  06:14:06   305:33:13  -0.00000
 22:35:12   305.7090     6.1963    16228783.2    16228.78  06:11:47   305:42:32  -0.00000
 22:35:13   305.8641     6.1574    16251878.5    16251.88  06:09:27   305:51:51  -0.00000
 22:35:14   306.0187     6.1184    16275070.5    16275.07  06:07:06   306:01:07  -0.00000
 22:35:15   306.1729     6.0794    16298358.7    16298.36  06:04:46   306:10:22  -0.00000
 22:35:16   306.3266     6.0402    16321742.8    16321.74  06:02:25   306:19:36  -0.00000
 22:35:17   306.4799     6.0010    16345222.2    16345.22  06:00:04   306:28:48  -0.00000
 22:35:18   306.6327     5.9617    16368796.6    16368.80  05:57:42   306:37:58  -0.00000
 22:35:19   306.7850     5.9223    16392465.5    16392.47  05:55:20   306:47:06  -0.00000
 22:35:20   306.9370     5.8829    16416228.5    16416.23  05:52:58   306:56:13  -0.00000
 22:35:21   307.0884     5.8434    16440085.0    16440.09  05:50:36   307:05:18  -0.00000
 22:35:22   307.2394     5.8038    16464034.8    16464.03  05:48:14   307:14:22  -0.00000
 22:35:23   307.3900     5.7641    16488077.3    16488.08  05:45:51   307:23:24  -0.00000
 22:35:24   307.5401     5.7244    16512212.1    16512.21  05:43:28   307:32:24  -0.00000
 22:35:25   307.6898     5.6846    16536438.8    16536.44  05:41:04   307:41:23  -0.00000
 22:35:26   307.8390     5.6447    16560757.0    16560.76  05:38:41   307:50:20  -0.00000
 22:35:27   307.9877     5.6048    16585166.1    16585.17  05:36:17   307:59:16  -0.00000
 22:35:28   308.1361     5.5648    16609665.8    16609.67  05:33:53   308:08:10  -0.00000
 22:35:29   308.2839     5.5247    16634255.6    16634.26  05:31:29   308:17:02  -0.00000
 22:35:30   308.4314     5.4846    16658935.1    16658.94  05:29:05   308:25:53  -0.00000
 22:35:31   308.5783     5.4444    16683703.9    16683.70  05:26:40   308:34:42  -0.00000
 22:35:32   308.7249     5.4042    16708561.6    16708.56  05:24:15   308:43:30  -0.00000
 22:35:33   308.8710     5.3639    16733507.7    16733.51  05:21:50   308:52:15  -0.00000
 22:35:34   309.0166     5.3236    16758541.7    16758.54  05:19:25   309:01:00  -0.00000
 22:35:35   309.1618     5.2832    16783663.3    16783.66  05:16:59   309:09:42  -0.00000
 22:35:36   309.3066     5.2427    16808872.1    16808.87  05:14:34   309:18:24  -0.00000
 22:35:37   309.4509     5.2022    16834167.5    16834.17  05:12:08   309:27:03  -0.00000
 22:35:38   309.5948     5.1617    16859549.2    16859.55  05:09:42   309:35:41  -0.00000
 22:35:39   309.7382     5.1211    16885016.8    16885.02  05:07:16   309:44:18  -0.00000
 22:35:40   309.8812     5.0804    16910569.9    16910.57  05:04:50   309:52:52  -0.00000
 22:35:41   310.0238     5.0397    16936207.9    16936.21  05:02:23   310:01:26  -0.00000

