#T(H:M:S)     AZ(D)      ELV(D)   RANGE(NS)       US         H'          A'       Rate[X]
 09:44:32    15.0534     6.5837    16026671.7    16026.67  06:35:01   015:03:12  -0.00000
 09:44:33    15.0699     6.6620    15981370.0    15981.37  06:39:43   015:04:12  -0.00000
 09:44:34    15.0865     6.7406    15936076.0    15936.08  06:44:26   015:05:11  -0.00000
 09:44:35    15.1032     6.8194    15890789.9    15890.79  06:49:10   015:06:11  -0.00000
 09:44:36    15.1199     6.8986    15845511.7    15845.51  06:53:55   015:07:12  -0.00000
 09:44:37    15.1367     6.9781    15800241.7    15800.24  06:58:41   015:08:12  -0.00000
 09:44:38    15.1536     7.0579    15754979.8    15754.98  07:03:28   015:09:13  -0.00000
 09:44:39    15.1706     7.1380    15709726.3    15709.73  07:08:17   015:10:14  -0.00000
 09:44:40    15.1876     7.2184    15664481.3    15664.48  07:13:06   015:11:15  -0.00000
 09:44:41    15.2047     7.2992    15619244.8    15619.24  07:17:57   015:12:17  -0.00000
 09:44:42    15.2219     7.3802    15574017.1    15574.02  07:22:49   015:13:19  -0.00000
 09:44:43    15.2392     7.4616    15528798.2    15528.80  07:27:42   015:14:21  -0.00000
 09:44:44    15.2566     7.5433    15483588.3    15483.59  07:32:36   015:15:24  -0.00000
 09:44:45    15.2741     7.6253    15438387.5    15438.39  07:37:31   015:16:27  -0.00000
 09:44:46    15.2916     7.7077    15393196.0    15393.20  07:42:28   015:17:30  -0.00000
 09:44:47    15.3093     7.7903    15348013.9    15348.01  07:47:25   015:18:33  -0.00000
 09:44:48    15.3270     7.8734    15302841.2    15302.84  07:52:24   015:19:37  -0.00000
 09:44:49    15.3448     7.9567    15257678.3    15257.68  07:57:24   015:20:41  -0.00000
 09:44:50    15.3627     8.0404    15212525.1    15212.53  08:02:25   015:21:46  -0.00000
 09:44:51    15.3807     8.1244    15167381.9    15167.38  08:07:28   015:22:50  -0.00000
 09:44:52    15.3987     8.2087    15122248.7    15122.25  08:12:31   015:23:55  -0.00000
 09:44:53    15.4169     8.2934    15077125.8    15077.13  08:17:36   015:25:01  -0.00000
 09:44:54    15.4352     8.3785    15032013.2    15032.01  08:22:42   015:26:07  -0.00000
 09:44:55    15.4535     8.4638    14986911.2    14986.91  08:27:50   015:27:13  -0.00000
 09:44:56    15.4720     8.5496    14941819.8    14941.82  08:32:58   015:28:19  -0.00000
 09:44:57    15.4905     8.6357    14896739.3    14896.74  08:38:08   015:29:26  -0.00000
 09:44:58    15.5091     8.7221    14851669.7    14851.67  08:43:20   015:30:33  -0.00000
 09:44:59    15.5279     8.8089    14806611.2    14806.61  08:48:32   015:31:40  -0.00000
 09:45:00    15.5467     8.8961    14761564.1    14761.56  08:53:46   015:32:48  -0.00000
 09:45:01    15.5656     8.9836    14716528.3    14716.53  08:59:01   015:33:56  -0.00000
 09:45:02    15.5847     9.0715    14671504.2    14671.50  09:04:17   015:35:05  -0.00000
 09:45:03    15.6038     9.1597    14626491.8    14626.49  09:09:35   015:36:14  -0.00000
 09:45:04    15.6230     9.2484    14581491.3    14581.49  09:14:54   015:37:23  -0.00000
 09:45:05    15.6424     9.3374    14536502.9    14536.50  09:20:15   015:38:33  -0.00000
 09:45:06    15.6618     9.4268    14491526.8    14491.53  09:25:36   015:39:43  -0.00000
 09:45:07    15.6814     9.5165    14446563.1    14446.56  09:31:00   015:40:53  -0.00000
 09:45:08    15.7010     9.6067    14401611.9    14401.61  09:36:24   015:42:04  -0.00000
 09:45:09    15.7208     9.6972    14356673.5    14356.67  09:41:50   015:43:15  -0.00000
 09:45:10    15.7407     9.7882    14311748.1    14311.75  09:47:17   015:44:26  -0.00000
 09:45:11    15.7606     9.8795    14266835.7    14266.84  09:52:46   015:45:38  -0.00000
 09:45:12    15.7807     9.9712    14221936.7    14221.94  09:58:16   015:46:51  -0.00000
 09:45:13    15.8009    10.0633    14177051.1    14177.05  10:03:48   015:48:03  -0.00000
 09:45:14    15.8213    10.1558    14132179.1    14132.18  10:09:21   015:49:17  -0.00000
 09:45:15    15.8417    10.2488    14087321.0    14087.32  10:14:56   015:50:30  -0.00000
 09:45:16    15.8623    10.3421    14042476.9    14042.48  10:20:32   015:51:44  -0.00000
 09:45:17    15.8829    10.4358    13997647.0    13997.65  10:26:09   015:52:59  -0.00000
 09:45:18    15.9037    10.5300    13952831.5    13952.83  10:31:48   015:54:13  -0.00000
 09:45:19    15.9246    10.6246    13908030.6    13908.03  10:37:29   015:55:29  -0.00000
 09:45:20    15.9457    10.7196    13863244.5    13863.24  10:43:11   015:56:44  -0.00000
 09:45:21    15.9668    10.8151    13818473.4    13818.47  10:48:54   015:58:00  -0.00000
 09:45:22    15.9881    10.9109    13773717.4    13773.72  10:54:39   015:59:17  -0.00000
 09:45:23    16.0095    11.0073    13728976.8    13728.98  11:00:26   016:00:34  -0.00000
 09:45:24    16.0310    11.1040    13684251.8    13684.25  11:06:14   016:01:52  -0.00000
 09:45:25    16.0527    11.2012    13639542.6    13639.54  11:12:04   016:03:10  -0.00000
 09:45:26    16.0745    11.2989    13594849.4    13594.85  11:17:56   016:04:28  -0.00000
 09:45:27    16.0964    11.3970    13550172.4    13550.17  11:23:49   016:05:47  -0.00000
 09:45:28    16.1184    11.4955    13505511.8    13505.51  11:29:44   016:07:06  -0.00000
 09:45:29    16.1406    11.5945    13460867.9    13460.87  11:35:40   016:08:26  -0.00000
 09:45:30    16.1629    11.6940    13416240.9    13416.24  11:41:38   016:09:47  -0.00000
 09:45:31    16.1854    11.7939    13371630.9    13371.63  11:47:38   016:11:07  -0.00000
 09:45:32    16.2080    11.8944    13327038.2    13327.04  11:53:40   016:12:29  -0.00000
 09:45:33    16.2307    11.9952    13282463.1    13282.46  11:59:43   016:13:51  -0.00000
 09:45:34    16.2536    12.0966    13237905.8    13237.91  12:05:48   016:15:13  -0.00000
 09:45:35    16.2767    12.1985    13193366.4    13193.37  12:11:55   016:16:36  -0.00000
 09:45:36    16.2998    12.3008    13148845.3    13148.85  12:18:03   016:17:59  -0.00000
 09:45:37    16.3232    12.4037    13104342.7    13104.34  12:24:13   016:19:23  -0.00000
 09:45:38    16.3466    12.5070    13059858.8    13059.86  12:30:25   016:20:48  -0.00000
 09:45:39    16.3702    12.6109    13015393.9    13015.39  12:36:39   016:22:13  -0.00000
 09:45:40    16.3940    12.7152    12970948.1    12970.95  12:42:55   016:23:38  -0.00000
 09:45:41    16.4180    12.8201    12926521.9    12926.52  12:49:12   016:25:05  -0.00000
 09:45:42    16.4420    12.9255    12882115.3    12882.12  12:55:32   016:26:31  -0.00000
 09:45:43    16.4663    13.0314    12837728.8    12837.73  13:01:53   016:27:59  -0.00000
 09:45:44    16.4907    13.1379    12793362.5    12793.36  13:08:16   016:29:26  -0.00000
 09:45:45    16.5153    13.2448    12749016.7    12749.02  13:14:41   016:30:55  -0.00000
 09:45:46    16.5400    13.3524    12704691.6    12704.69  13:21:09   016:32:24  -0.00000
 09:45:47    16.5649    13.4604    12660387.6    12660.39  13:27:38   016:33:54  -0.00000
 09:45:48    16.5900    13.5690    12616104.9    12616.10  13:34:09   016:35:24  -0.00000
 09:45:49    16.6152    13.6782    12571843.8    12571.84  13:40:42   016:36:55  -0.00000
 09:45:50    16.6406    13.7879    12527604.6    12527.60  13:47:17   016:38:26  -0.00000
 09:45:51    16.6662    13.8982    12483387.6    12483.39  13:53:54   016:39:58  -0.00000
 09:45:52    16.6920    14.0091    12439193.0    12439.19  14:00:33   016:41:31  -0.00000
 09:45:53    16.7179    14.1205    12395021.2    12395.02  14:07:14   016:43:04  -0.00000
 09:45:54    16.7440    14.2325    12350872.4    12350.87  14:13:57   016:44:38  -0.00000
 09:45:55    16.7703    14.3451    12306746.9    12306.75  14:20:43   016:46:13  -0.00000
 09:45:56    16.7968    14.4584    12262645.1    12262.65  14:27:30   016:47:49  -0.00000
 09:45:57    16.8235    14.5722    12218567.2    12218.57  14:34:20   016:49:25  -0.00000
 09:45:58    16.8504    14.6866    12174513.7    12174.51  14:41:12   016:51:01  -0.00000
 09:45:59    16.8774    14.8016    12130484.7    12130.48  14:48:06   016:52:39  -0.00000
 09:46:00    16.9047    14.9172    12086480.6    12086.48  14:55:02   016:54:17  -0.00000
 09:46:01    16.9322    15.0335    12042501.8    12042.50  15:02:01   016:55:56  -0.00000
 09:46:02    16.9598    15.1504    11998548.5    11998.55  15:09:01   016:57:35  -0.00000
 09:46:03    16.9877    15.2679    11954621.1    11954.62  15:16:05   016:59:16  -0.00000
 09:46:04    17.0158    15.3861    11910720.0    11910.72  15:23:10   017:00:57  -0.00000
 09:46:05    17.0441    15.5049    11866845.5    11866.85  15:30:18   017:02:39  -0.00000
 09:46:06    17.0725    15.6244    11822997.9    11823.00  15:37:28   017:04:21  -0.00000
 09:46:07    17.1013    15.7446    11779177.5    11779.18  15:44:40   017:06:05  -0.00000
 09:46:08    17.1302    15.8654    11735384.9    11735.38  15:51:55   017:07:49  -0.00000
 09:46:09    17.1593    15.9869    11691620.2    11691.62  15:59:13   017:09:34  -0.00000
 09:46:10    17.1887    16.1091    11647883.9    11647.88  16:06:33   017:11:19  -0.00000
 09:46:11    17.2183    16.2319    11604176.4    11604.18  16:13:55   017:13:06  -0.00000
 09:46:12    17.2481    16.3555    11560498.0    11560.50  16:21:20   017:14:53  -0.00000
 09:46:13    17.2782    16.4798    11516849.1    11516.85  16:28:47   017:16:41  -0.00000
 09:46:14    17.3085    16.6048    11473230.1    11473.23  16:36:17   017:18:31  -0.00000
 09:46:15    17.3390    16.7305    11429641.5    11429.64  16:43:50   017:20:20  -0.00000
 09:46:16    17.3698    16.8569    11386083.5    11386.08  16:51:25   017:22:11  -0.00000
 09:46:17    17.4008    16.9841    11342556.6    11342.56  16:59:03   017:24:03  -0.00000
 09:46:18    17.4321    17.1120    11299061.2    11299.06  17:06:43   017:25:55  -0.00000
 09:46:19    17.4636    17.2407    11255597.8    11255.60  17:14:27   017:27:49  -0.00000
 09:46:20    17.4954    17.3701    11212166.7    11212.17  17:22:13   017:29:43  -0.00000
 09:46:21    17.5274    17.5004    11168768.5    11168.77  17:30:01   017:31:39  -0.00000
 09:46:22    17.5597    17.6313    11125403.4    11125.40  17:37:53   017:33:35  -0.00000
 09:46:23    17.5923    17.7631    11082072.0    11082.07  17:45:47   017:35:32  -0.00000
 09:46:24    17.6251    17.8957    11038774.8    11038.77  17:53:44   017:37:30  -0.00000
 09:46:25    17.6582    18.0290    10995512.1    10995.51  18:01:44   017:39:30  -0.00000
 09:46:26    17.6916    18.1632    10952284.4    10952.28  18:09:47   017:41:30  -0.00000
 09:46:27    17.7253    18.2982    10909092.2    10909.09  18:17:53   017:43:31  -0.00000
 09:46:28    17.7593    18.4340    10865936.1    10865.94  18:26:02   017:45:33  -0.00000
 09:46:29    17.7935    18.5706    10822816.3    10822.82  18:34:14   017:47:37  -0.00000
 09:46:30    17.8281    18.7081    10779733.6    10779.73  18:42:29   017:49:41  -0.00000
 09:46:31    17.8629    18.8465    10736688.2    10736.69  18:50:47   017:51:47  -0.00000
 09:46:32    17.8981    18.9857    10693680.9    10693.68  18:59:09   017:53:53  -0.00000
 09:46:33    17.9336    19.1258    10650711.9    10650.71  19:07:33   017:56:01  -0.00000
 09:46:34    17.9693    19.2668    10607782.0    10607.78  19:16:00   017:58:10  -0.00000
 09:46:35    18.0054    19.4087    10564891.6    10564.89  19:24:31   018:00:20  -0.00000
 09:46:36    18.0419    19.5514    10522041.2    10522.04  19:33:05   018:02:31  -0.00000
 09:46:37    18.0786    19.6951    10479231.4    10479.23  19:41:42   018:04:43  -0.00000
 09:46:38    18.1157    19.8397    10436462.8    10436.46  19:50:23   018:06:57  -0.00000
 09:46:39    18.1531    19.9853    10393735.8    10393.74  19:59:07   018:09:11  -0.00000
 09:46:40    18.1909    20.1318    10351051.1    10351.05  20:07:54   018:11:27  -0.00000
 09:46:41    18.2290    20.2792    10308409.3    10308.41  20:16:45   018:13:44  -0.00000
 09:46:42    18.2675    20.4276    10265810.8    10265.81  20:25:39   018:16:03  -0.00000
 09:46:43    18.3063    20.5770    10223256.4    10223.26  20:34:37   018:18:23  -0.00000
 09:46:44    18.3455    20.7274    10180746.7    10180.75  20:43:39   018:20:44  -0.00000
 09:46:45    18.3851    20.8788    10138282.1    10138.28  20:52:44   018:23:06  -0.00000
 09:46:46    18.4250    21.0312    10095863.5    10095.86  21:01:52   018:25:30  -0.00000
 09:46:47    18.4653    21.1846    10053491.3    10053.49  21:11:04   018:27:55  -0.00000
 09:46:48    18.5060    21.3390    10011166.2    10011.17  21:20:20   018:30:22  -0.00000
 09:46:49    18.5471    21.4945     9968889.0     9968.89  21:29:40   018:32:50  -0.00000
 09:46:50    18.5887    21.6510     9926660.2     9926.66  21:39:04   018:35:19  -0.00000
 09:46:51    18.6306    21.8086     9884480.5     9884.48  21:48:31   018:37:50  -0.00000
 09:46:52    18.6729    21.9673     9842350.6     9842.35  21:58:02   018:40:22  -0.00000
 09:46:53    18.7157    22.1271     9800271.2     9800.27  22:07:37   018:42:56  -0.00000
 09:46:54    18.7589    22.2880     9758243.0     9758.24  22:17:17   018:45:32  -0.00000
 09:46:55    18.8025    22.4500     9716266.8     9716.27  22:27:00   018:48:09  -0.00000
 09:46:56    18.8466    22.6131     9674343.1     9674.34  22:36:47   018:50:48  -0.00000
 09:46:57    18.8911    22.7774     9632472.9     9632.47  22:46:39   018:53:28  -0.00000
 09:46:58    18.9360    22.9428     9590656.8     9590.66  22:56:34   018:56:10  -0.00000
 09:46:59    18.9815    23.1094     9548895.6     9548.90  23:06:34   018:58:53  -0.00000
 09:47:00    19.0274    23.2772     9507190.0     9507.19  23:16:38   019:01:39  -0.00000
 09:47:01    19.0738    23.4462     9465540.9     9465.54  23:26:46   019:04:26  -0.00000
 09:47:02    19.1207    23.6164     9423949.1     9423.95  23:36:59   019:07:15  -0.00000
 09:47:03    19.1681    23.7878     9382415.3     9382.42  23:47:16   019:10:05  -0.00000
 09:47:04    19.2160    23.9605     9340940.4     9340.94  23:57:38   019:12:58  -0.00000
 09:47:05    19.2644    24.1344     9299525.2     9299.53  24:08:04   019:15:52  -0.00000
 09:47:06    19.3134    24.3096     9258170.6     9258.17  24:18:34   019:18:48  -0.00000
 09:47:07    19.3629    24.4860     9216877.5     9216.88  24:29:10   019:21:46  -0.00000
 09:47:08    19.4129    24.6638     9175646.7     9175.65  24:39:50   019:24:46  -0.00000
 09:47:09    19.4635    24.8429     9134479.1     9134.48  24:50:34   019:27:48  -0.00000
 09:47:10    19.5146    25.0233     9093375.7     9093.38  25:01:24   019:30:53  -0.00000
 09:47:11    19.5663    25.2050     9052337.2     9052.34  25:12:18   019:33:59  -0.00000
 09:47:12    19.6186    25.3881     9011364.8     9011.36  25:23:17   019:37:07  -0.00000
 09:47:13    19.6716    25.5726     8970459.4     8970.46  25:34:21   019:40:18  -0.00000
 09:47:14    19.7251    25.7585     8929621.8     8929.62  25:45:31   019:43:30  -0.00000
 09:47:15    19.7792    25.9458     8888853.2     8888.85  25:56:45   019:46:45  -0.00000
 09:47:16    19.8340    26.1345     8848154.4     8848.15  26:08:04   019:50:02  -0.00000
 09:47:17    19.8894    26.3247     8807526.6     8807.53  26:19:29   019:53:22  -0.00000
 09:47:18    19.9455    26.5163     8766970.7     8766.97  26:30:59   019:56:44  -0.00000
 09:47:19    20.0022    26.7093     8726487.9     8726.49  26:42:34   020:00:08  -0.00000
 09:47:20    20.0596    26.9039     8686079.1     8686.08  26:54:14   020:03:35  -0.00000
 09:47:21    20.1177    27.1000     8645745.5     8645.75  27:06:00   020:07:04  -0.00000
 09:47:22    20.1765    27.2976     8605488.1     8605.49  27:17:51   020:10:36  -0.00000
 09:47:23    20.2361    27.4968     8565308.2     8565.31  27:29:48   020:14:10  -0.00000
 09:47:24    20.2963    27.6975     8525206.8     8525.21  27:41:51   020:17:47  -0.00000
 09:47:25    20.3574    27.8998     8485185.1     8485.19  27:53:59   020:21:27  -0.00000
 09:47:26    20.4192    28.1037     8445244.3     8445.24  28:06:13   020:25:09  -0.00000
 09:47:27    20.4817    28.3092     8405385.6     8405.39  28:18:33   020:28:54  -0.00000
 09:47:28    20.5451    28.5164     8365610.2     8365.61  28:30:59   020:32:42  -0.00000
 09:47:29    20.6093    28.7252     8325919.4     8325.92  28:43:31   020:36:33  -0.00000
 09:47:30    20.6743    28.9357     8286314.4     8286.31  28:56:09   020:40:27  -0.00000
 09:47:31    20.7401    29.1479     8246796.5     8246.80  29:08:52   020:44:25  -0.00000
 09:47:32    20.8069    29.3618     8207367.0     8207.37  29:21:43   020:48:25  -0.00000
 09:47:33    20.8745    29.5775     8168027.2     8168.03  29:34:39   020:52:28  -0.00000
 09:47:34    20.9430    29.7949     8128778.5     8128.78  29:47:42   020:56:35  -0.00000
 09:47:35    21.0124    30.0140     8089622.3     8089.62  30:00:51   021:00:45  -0.00000
 09:47:36    21.0828    30.2350     8050560.0     8050.56  30:14:06   021:04:58  -0.00000
 09:47:37    21.1541    30.4578     8011592.9     8011.59  30:27:28   021:09:15  -0.00000
 09:47:38    21.2264    30.6824     7972722.6     7972.72  30:40:57   021:13:35  -0.00000
 09:47:39    21.2997    30.9089     7933950.4     7933.95  30:54:32   021:17:59  -0.00000
 09:47:40    21.3740    31.1373     7895278.0     7895.28  31:08:14   021:22:26  -0.00000
 09:47:41    21.4494    31.3676     7856706.7     7856.71  31:22:03   021:26:58  -0.00000
 09:47:42    21.5258    31.5998     7818238.3     7818.24  31:35:59   021:31:33  -0.00000
 09:47:43    21.6034    31.8339     7779874.1     7779.87  31:50:02   021:36:12  -0.00000
 09:47:44    21.6820    32.0700     7741615.9     7741.62  32:04:12   021:40:55  -0.00000
 09:47:45    21.7618    32.3081     7703465.2     7703.47  32:18:29   021:45:43  -0.00000
 09:47:46    21.8428    32.5482     7665423.7     7665.42  32:32:54   021:50:34  -0.00000
 09:47:47    21.9249    32.7904     7627493.1     7627.49  32:47:25   021:55:30  -0.00000
 09:47:48    22.0083    33.0346     7589675.1     7589.68  33:02:04   022:00:30  -0.00000
 09:47:49    22.0930    33.2809     7551971.4     7551.97  33:16:51   022:05:35  -0.00000
 09:47:50    22.1789    33.5293     7514383.9     7514.38  33:31:45   022:10:44  -0.00000
 09:47:51    22.2661    33.7798     7476914.2     7476.91  33:46:47   022:15:58  -0.00000
 09:47:52    22.3547    34.0324     7439564.3     7439.56  34:01:57   022:21:17  -0.00000
 09:47:53    22.4447    34.2873     7402335.9     7402.34  34:17:14   022:26:41  -0.00000
 09:47:54    22.5361    34.5443     7365231.0     7365.23  34:32:40   022:32:10  -0.00000
 09:47:55    22.6289    34.8036     7328251.5     7328.25  34:48:13   022:37:44  -0.00000
 09:47:56    22.7232    35.0651     7291399.4     7291.40  35:03:54   022:43:23  -0.00000
 09:47:57    22.8190    35.3289     7254676.5     7254.68  35:19:44   022:49:08  -0.00000
 09:47:58    22.9163    35.5949     7218085.1     7218.09  35:35:42   022:54:59  -0.00000
 09:47:59    23.0153    35.8633     7181627.0     7181.63  35:51:48   023:00:55  -0.00000
 09:48:00    23.1159    36.1340     7145304.4     7145.30  36:08:03   023:06:57  -0.00000
 09:48:01    23.2182    36.4071     7109119.5     7109.12  36:24:26   023:13:05  -0.00000
 09:48:02    23.3222    36.6826     7073074.3     7073.07  36:40:57   023:19:20  -0.00000
 09:48:03    23.4279    36.9605     7037171.1     7037.17  36:57:38   023:25:41  -0.00000
 09:48:04    23.5355    37.2408     7001412.1     7001.41  37:14:27   023:32:08  -0.00000
 09:48:05    23.6450    37.5236     6965799.5     6965.80  37:31:25   023:38:42  -0.00000
 09:48:06    23.7563    37.8088     6930335.7     6930.34  37:48:32   023:45:23  -0.00000
 09:48:07    23.8696    38.0966     6895023.0     6895.02  38:05:48   023:52:11  -0.00000
 09:48:08    23.9849    38.3869     6859863.8     6859.86  38:23:13   023:59:06  -0.00000
 09:48:09    24.1023    38.6798     6824860.4     6824.86  38:40:47   024:06:08  -0.00000
 09:48:10    24.2218    38.9752     6790015.4     6790.02  38:58:31   024:13:19  -0.00000
 09:48:11    24.3435    39.2732     6755331.3     6755.33  39:16:24   024:20:37  -0.00000
 09:48:12    24.4675    39.5739     6720810.5     6720.81  39:34:26   024:28:03  -0.00000
 09:48:13    24.5937    39.8772     6686455.7     6686.46  39:52:38   024:35:37  -0.00000
 09:48:14    24.7224    40.1832     6652269.4     6652.27  40:11:00   024:43:21  -0.00000
 09:48:15    24.8535    40.4919     6618254.4     6618.25  40:29:31   024:51:13  -0.00000
 09:48:16    24.9871    40.8033     6584413.2     6584.41  40:48:12   024:59:13  -0.00000
 09:48:17    25.1233    41.1174     6550748.7     6550.75  41:07:03   025:07:24  -0.00000
 09:48:18    25.2621    41.4343     6517263.7     6517.26  41:26:03   025:15:44  -0.00000
 09:48:19    25.4038    41.7539     6483960.8     6483.96  41:45:14   025:24:14  -0.00000
 09:48:20    25.5482    42.0764     6450843.1     6450.84  42:04:35   025:32:54  -0.00000
 09:48:21    25.6956    42.4017     6417913.5     6417.91  42:24:06   025:41:44  -0.00000
 09:48:22    25.8460    42.7298     6385174.8     6385.17  42:43:47   025:50:45  -0.00000
 09:48:23    25.9994    43.0607     6352630.0     6352.63  43:03:39   025:59:58  -0.00000
 09:48:24    26.1561    43.3946     6320282.3     6320.28  43:23:40   026:09:22  -0.00000
 09:48:25    26.3161    43.7313     6288134.6     6288.13  43:43:53   026:18:58  -0.00000
 09:48:26    26.4795    44.0710     6256190.2     6256.19  44:04:15   026:28:46  -0.00000
 09:48:27    26.6464    44.4135     6224452.1     6224.45  44:24:49   026:38:47  -0.00000
 09:48:28    26.8169    44.7590     6192923.7     6192.92  44:45:32   026:49:01  -0.00000
 09:48:29    26.9912    45.1075     6161608.0     6161.61  45:06:27   026:59:28  -0.00000
 09:48:30    27.1693    45.4589     6130508.5     6130.51  45:27:32   027:10:10  -0.00000
 09:48:31    27.3515    45.8133     6099628.6     6099.63  45:48:48   027:21:05  -0.00000
 09:48:32    27.5378    46.1706     6068971.5     6068.97  46:10:14   027:32:16  -0.00000
 09:48:33    27.7284    46.5310     6038540.7     6038.54  46:31:52   027:43:42  -0.00000
 09:48:34    27.9234    46.8944     6008339.7     6008.34  46:53:40   027:55:24  -0.00000
 09:48:35    28.1230    47.2608     5978372.0     5978.37  47:15:39   028:07:23  -0.00000
 09:48:36    28.3274    47.6302     5948641.2     5948.64  47:37:49   028:19:39  -0.00000
 09:48:37    28.5367    48.0026     5919150.9     5919.15  48:00:09   028:32:12  -0.00000
 09:48:38    28.7511    48.3780     5889904.7     5889.90  48:22:41   028:45:04  -0.00000
 09:48:39    28.9707    48.7564     5860906.3     5860.91  48:45:23   028:58:15  -0.00000
 09:48:40    29.1959    49.1379     5832159.5     5832.16  49:08:16   029:11:45  -0.00000
 09:48:41    29.4267    49.5223     5803668.1     5803.67  49:31:20   029:25:36  -0.00000
 09:48:42    29.6634    49.9098     5775435.8     5775.44  49:54:35   029:39:48  -0.00000
 09:48:43    29.9062    50.3003     5747466.5     5747.47  50:18:01   029:54:22  -0.00000
 09:48:44    30.1554    50.6937     5719764.1     5719.76  50:41:37   030:09:20  -0.00000
 09:48:45    30.4112    51.0901     5692332.5     5692.33  51:05:24   030:24:40  -0.00000
 09:48:46    30.6739    51.4894     5665175.7     5665.18  51:29:22   030:40:26  -0.00000
 09:48:47    30.9437    51.8917     5638297.8     5638.30  51:53:30   030:56:37  -0.00000
 09:48:48    31.2209    52.2969     5611702.6     5611.70  52:17:49   031:13:15  -0.00000
 09:48:49    31.5059    52.7050     5585394.4     5585.39  52:42:18   031:30:21  -0.00000
 09:48:50    31.7989    53.1159     5559377.3     5559.38  53:06:57   031:47:56  -0.00000
 09:48:51    32.1002    53.5296     5533655.3     5533.66  53:31:46   032:06:01  -0.00000
 09:48:52    32.4104    53.9460     5508232.6     5508.23  53:56:46   032:24:37  -0.00000
 09:48:53    32.7296    54.3653     5483113.5     5483.11  54:21:55   032:43:46  -0.00000
 09:48:54    33.0583    54.7872     5458302.1     5458.30  54:47:14   033:03:30  -0.00000
 09:48:55    33.3969    55.2117     5433802.7     5433.80  55:12:42   033:23:49  -0.00000
 09:48:56    33.7458    55.6388     5409619.6     5409.62  55:38:20   033:44:45  -0.00000
 09:48:57    34.1056    56.0684     5385757.0     5385.76  56:04:06   034:06:20  -0.00000
 09:48:58    34.4766    56.5004     5362219.3     5362.22  56:30:02   034:28:36  -0.00000
 09:48:59    34.8595    56.9348     5339010.9     5339.01  56:56:05   034:51:34  -0.00000
 09:49:00    35.2547    57.3715     5316135.9     5316.14  57:22:18   035:15:17  -0.00000
 09:49:01    35.6628    57.8104     5293598.9     5293.60  57:48:38   035:39:46  -0.00000
 09:49:02    36.0844    58.2514     5271404.1     5271.40  58:15:05   036:05:04  -0.00000
 09:49:03    36.5202    58.6944     5249556.0     5249.56  58:41:40   036:31:13  -0.00000
 09:49:04    36.9709    59.1393     5228058.9     5228.06  59:08:22   036:58:15  -0.00000
 09:49:05    37.4371    59.5860     5206917.1     5206.92  59:35:10   037:26:14  -0.00000
 09:49:06    37.9197    60.0343     5186135.1     5186.14  60:02:03   037:55:11  -0.00000
 09:49:07    38.4194    60.4841     5165717.2     5165.72  60:29:03   038:25:10  -0.00000
 09:49:08    38.9372    60.9352     5145667.9     5145.67  60:56:07   038:56:14  -0.00000
 09:49:09    39.4738    61.3875     5125991.3     5125.99  61:23:15   039:28:26  -0.00000
 09:49:10    40.0304    61.8409     5106691.9     5106.69  61:50:27   040:01:49  -0.00000
 09:49:11    40.6078    62.2950     5087774.0     5087.77  62:17:42   040:36:28  -0.00000
 09:49:12    41.2073    62.7498     5069241.9     5069.24  62:44:59   041:12:26  -0.00000
