#T(H:M:S)     AZ(D)      ELV(D)   RANGE(NS)       US         H'          A'       Rate[X]
 11:23:17   339.4967     6.6360    15996924.4    15996.92  06:38:09   339:29:48  -0.00000
 11:23:18   339.3558     6.6861    15967942.1    15967.94  06:41:10   339:21:21  -0.00000
 11:23:19   339.2142     6.7362    15939048.5    15939.05  06:44:10   339:12:51  -0.00000
 11:23:20   339.0722     6.7863    15910244.3    15910.24  06:47:11   339:04:20  -0.00000
 11:23:21   338.9295     6.8364    15881530.0    15881.53  06:50:11   338:55:46  -0.00000
 11:23:22   338.7864     6.8864    15852906.0    15852.91  06:53:11   338:47:11  -0.00000
 11:23:23   338.6426     6.9364    15824372.9    15824.37  06:56:11   338:38:33  -0.00000
 11:23:24   338.4983     6.9864    15795931.3    15795.93  06:59:11   338:29:54  -0.00000
 11:23:25   338.3534     7.0363    15767581.6    15767.58  07:02:11   338:21:12  -0.00000
 11:23:26   338.2079     7.0862    15739324.4    15739.32  07:05:10   338:12:29  -0.00000
 11:23:27   338.0619     7.1361    15711160.2    15711.16  07:08:10   338:03:43  -0.00000
 11:23:28   337.9153     7.1859    15683089.6    15683.09  07:11:09   337:54:55  -0.00000
 11:23:29   337.7682     7.2357    15655113.1    15655.11  07:14:09   337:46:05  -0.00000
 11:23:30   337.6204     7.2855    15627231.1    15627.23  07:17:08   337:37:14  -0.00000
 11:23:31   337.4721     7.3351    15599444.3    15599.44  07:20:07   337:28:20  -0.00000
 11:23:32   337.3233     7.3848    15571753.2    15571.75  07:23:05   337:19:24  -0.00000
 11:23:33   337.1738     7.4344    15544158.3    15544.16  07:26:04   337:10:26  -0.00000
 11:23:34   337.0238     7.4840    15516660.2    15516.66  07:29:02   337:01:26  -0.00000
 11:23:35   336.8731     7.5335    15489259.5    15489.26  07:32:00   336:52:23  -0.00000
 11:23:36   336.7219     7.5829    15461956.6    15461.96  07:34:58   336:43:19  -0.00000
 11:23:37   336.5701     7.6323    15434752.1    15434.75  07:37:56   336:34:12  -0.00000
 11:23:38   336.4178     7.6816    15407646.6    15407.65  07:40:54   336:25:04  -0.00000
 11:23:39   336.2648     7.7309    15380640.6    15380.64  07:43:51   336:15:53  -0.00000
 11:23:40   336.1113     7.7801    15353734.7    15353.73  07:46:48   336:06:41  -0.00000
 11:23:41   335.9571     7.8293    15326929.4    15326.93  07:49:45   335:57:26  -0.00000
 11:23:42   335.8024     7.8784    15300225.3    15300.23  07:52:42   335:48:09  -0.00000
 11:23:43   335.6471     7.9274    15273623.0    15273.62  07:55:39   335:38:50  -0.00000
 11:23:44   335.4912     7.9764    15247123.0    15247.12  07:58:35   335:29:28  -0.00000
 11:23:45   335.3347     8.0253    15220725.8    15220.73  08:01:31   335:20:05  -0.00000
 11:23:46   335.1776     8.0741    15194432.1    15194.43  08:04:27   335:10:39  -0.00000
 11:23:47   335.0199     8.1228    15168242.4    15168.24  08:07:22   335:01:12  -0.00000
 11:23:48   334.8616     8.1715    15142157.3    15142.16  08:10:17   334:51:42  -0.00000
 11:23:49   334.7027     8.2201    15116177.3    15116.18  08:13:12   334:42:10  -0.00000
 11:23:50   334.5432     8.2686    15090303.1    15090.30  08:16:07   334:32:36  -0.00000
 11:23:51   334.3831     8.3170    15064535.1    15064.54  08:19:01   334:22:59  -0.00000
 11:23:52   334.2225     8.3654    15038874.0    15038.87  08:21:55   334:13:21  -0.00000
 11:23:53   334.0612     8.4136    15013320.3    15013.32  08:24:49   334:03:40  -0.00000
 11:23:54   333.8993     8.4618    14987874.7    14987.87  08:27:43   333:53:57  -0.00000
 11:23:55   333.7368     8.5099    14962537.6    14962.54  08:30:36   333:44:12  -0.00000
 11:23:56   333.5737     8.5579    14937309.7    14937.31  08:33:28   333:34:25  -0.00000
 11:23:57   333.4100     8.6058    14912191.6    14912.19  08:36:21   333:24:36  -0.00000
 11:23:58   333.2457     8.6536    14887183.8    14887.18  08:39:13   333:14:44  -0.00000
 11:23:59   333.0807     8.7013    14862287.0    14862.29  08:42:05   333:04:51  -0.00000
 11:24:00   332.9152     8.7489    14837501.6    14837.50  08:44:56   332:54:55  -0.00000
 11:24:01   332.7491     8.7964    14812828.4    14812.83  08:47:47   332:44:57  -0.00000
 11:24:02   332.5823     8.8438    14788267.8    14788.27  08:50:38   332:34:56  -0.00000
 11:24:03   332.4150     8.8911    14763820.5    14763.82  08:53:28   332:24:54  -0.00000
 11:24:04   332.2470     8.9383    14739487.0    14739.49  08:56:18   332:14:49  -0.00000
 11:24:05   332.0784     8.9854    14715268.1    14715.27  08:59:07   332:04:42  -0.00000
 11:24:06   331.9092     9.0324    14691164.1    14691.16  09:01:57   331:54:33  -0.00000
 11:24:07   331.7394     9.0792    14667175.8    14667.18  09:04:45   331:44:22  -0.00000
 11:24:08   331.5690     9.1260    14643303.7    14643.30  09:07:33   331:34:08  -0.00000
 11:24:09   331.3980     9.1726    14619548.5    14619.55  09:10:21   331:23:53  -0.00000
 11:24:10   331.2263     9.2191    14595910.7    14595.91  09:13:09   331:13:35  -0.00000
 11:24:11   331.0541     9.2654    14572390.8    14572.39  09:15:56   331:03:15  -0.00000
 11:24:12   330.8812     9.3117    14548989.7    14548.99  09:18:42   330:52:52  -0.00000
 11:24:13   330.7077     9.3578    14525707.7    14525.71  09:21:28   330:42:28  -0.00000
 11:24:14   330.5336     9.4038    14502545.5    14502.55  09:24:14   330:32:01  -0.00000
 11:24:15   330.3589     9.4496    14479503.8    14479.50  09:26:59   330:21:32  -0.00000
 11:24:16   330.1836     9.4954    14456583.0    14456.58  09:29:43   330:11:01  -0.00000
 11:24:17   330.0076     9.5409    14433783.9    14433.78  09:32:27   330:00:27  -0.00000
 11:24:18   329.8311     9.5864    14411107.0    14411.11  09:35:11   329:49:52  -0.00000
 11:24:19   329.6539     9.6317    14388552.9    14388.55  09:37:54   329:39:14  -0.00000
 11:24:20   329.4761     9.6768    14366122.3    14366.12  09:40:37   329:28:34  -0.00000
 11:24:21   329.2977     9.7218    14343815.6    14343.82  09:43:19   329:17:52  -0.00000
 11:24:22   329.1187     9.7667    14321633.6    14321.63  09:46:00   329:07:07  -0.00000
 11:24:23   328.9390     9.8114    14299576.8    14299.58  09:48:41   328:56:20  -0.00000
 11:24:24   328.7588     9.8559    14277645.9    14277.65  09:51:21   328:45:32  -0.00000
 11:24:25   328.5779     9.9003    14255841.3    14255.84  09:54:01   328:34:40  -0.00000
 11:24:26   328.3964     9.9445    14234163.9    14234.16  09:56:40   328:23:47  -0.00000
 11:24:27   328.2143     9.9886    14212614.0    14212.61  09:59:19   328:12:52  -0.00000
 11:24:28   328.0316    10.0325    14191192.5    14191.19  10:01:57   328:01:54  -0.00000
 11:24:29   327.8483    10.0762    14169899.7    14169.90  10:04:34   327:50:54  -0.00000
 11:24:30   327.6644    10.1198    14148736.5    14148.74  10:07:11   327:39:52  -0.00000
 11:24:31   327.4798    10.1631    14127703.3    14127.70  10:09:47   327:28:47  -0.00000
 11:24:32   327.2947    10.2064    14106800.7    14106.80  10:12:23   327:17:41  -0.00000
 11:24:33   327.1089    10.2494    14086029.5    14086.03  10:14:58   327:06:32  -0.00000
 11:24:34   326.9226    10.2922    14065390.1    14065.39  10:17:32   326:55:21  -0.00000
 11:24:35   326.7356    10.3349    14044883.1    14044.88  10:20:06   326:44:08  -0.00000
 11:24:36   326.5480    10.3774    14024509.3    14024.51  10:22:39   326:32:53  -0.00000
 11:24:37   326.3598    10.4197    14004269.1    14004.27  10:25:11   326:21:35  -0.00000
 11:24:38   326.1710    10.4618    13984163.3    13984.16  10:27:42   326:10:16  -0.00000
 11:24:39   325.9816    10.5037    13964192.3    13964.19  10:30:13   325:58:54  -0.00000
 11:24:40   325.7916    10.5454    13944356.8    13944.36  10:32:43   325:47:30  -0.00000
 11:24:41   325.6010    10.5869    13924657.3    13924.66  10:35:13   325:36:03  -0.00000
 11:24:42   325.4098    10.6282    13905094.6    13905.09  10:37:42   325:24:35  -0.00000
 11:24:43   325.2179    10.6693    13885669.1    13885.67  10:40:10   325:13:05  -0.00000
 11:24:44   325.0255    10.7102    13866381.5    13866.38  10:42:37   325:01:32  -0.00000
 11:24:45   324.8325    10.7509    13847232.4    13847.23  10:45:03   324:49:57  -0.00000
 11:24:46   324.6389    10.7914    13828222.4    13828.22  10:47:29   324:38:20  -0.00000
 11:24:47   324.4447    10.8316    13809352.0    13809.35  10:49:54   324:26:41  -0.00000
 11:24:48   324.2499    10.8717    13790621.8    13790.62  10:52:18   324:15:00  -0.00000
 11:24:49   324.0545    10.9115    13772032.6    13772.03  10:54:41   324:03:16  -0.00000
 11:24:50   323.8586    10.9511    13753584.7    13753.58  10:57:04   323:51:31  -0.00000
 11:24:51   323.6620    10.9904    13735278.9    13735.28  10:59:26   323:39:43  -0.00000
 11:24:52   323.4649    11.0296    13717115.7    13717.12  11:01:46   323:27:54  -0.00000
 11:24:53   323.2671    11.0685    13699095.6    13699.10  11:04:07   323:16:02  -0.00000
 11:24:54   323.0688    11.1072    13681219.4    13681.22  11:06:26   323:04:08  -0.00000
 11:24:55   322.8699    11.1456    13663487.5    13663.49  11:08:44   322:52:12  -0.00000
 11:24:56   322.6705    11.1838    13645900.6    13645.90  11:11:02   322:40:14  -0.00000
 11:24:57   322.4704    11.2217    13628459.2    13628.46  11:13:18   322:28:13  -0.00000
 11:24:58   322.2698    11.2594    13611163.9    13611.16  11:15:34   322:16:11  -0.00000
 11:24:59   322.0686    11.2969    13594015.3    13594.02  11:17:49   322:04:07  -0.00000
 11:25:00   321.8668    11.3341    13577013.9    13577.01  11:20:03   321:52:01  -0.00000
 11:25:01   321.6645    11.3710    13560160.4    13560.16  11:22:16   321:39:52  -0.00000
 11:25:02   321.4616    11.4077    13543455.2    13543.46  11:24:28   321:27:42  -0.00000
 11:25:03   321.2582    11.4441    13526899.0    13526.90  11:26:39   321:15:29  -0.00000
 11:25:04   321.0542    11.4803    13510492.3    13510.49  11:28:49   321:03:15  -0.00000
 11:25:05   320.8496    11.5162    13494235.7    13494.24  11:30:58   320:50:59  -0.00000
 11:25:06   320.6445    11.5518    13478129.7    13478.13  11:33:06   320:38:40  -0.00000
 11:25:07   320.4388    11.5872    13462174.9    13462.17  11:35:14   320:26:20  -0.00000
 11:25:08   320.2326    11.6222    13446371.9    13446.37  11:37:20   320:13:57  -0.00000
 11:25:09   320.0259    11.6570    13430721.2    13430.72  11:39:25   320:01:33  -0.00000
 11:25:10   319.8186    11.6916    13415223.3    13415.22  11:41:30   319:49:07  -0.00000
 11:25:11   319.6107    11.7258    13399878.9    13399.88  11:43:33   319:36:39  -0.00000
 11:25:12   319.4024    11.7598    13384688.3    13384.69  11:45:35   319:24:08  -0.00000
 11:25:13   319.1935    11.7934    13369652.3    13369.65  11:47:36   319:11:36  -0.00000
 11:25:14   318.9840    11.8268    13354771.3    13354.77  11:49:36   318:59:02  -0.00000
 11:25:15   318.7741    11.8599    13340045.8    13340.05  11:51:36   318:46:27  -0.00000
 11:25:16   318.5636    11.8927    13325476.4    13325.48  11:53:34   318:33:49  -0.00000
 11:25:17   318.3526    11.9251    13311063.6    13311.06  11:55:31   318:21:09  -0.00000
 11:25:18   318.1411    11.9573    13296807.9    13296.81  11:57:26   318:08:28  -0.00000
 11:25:19   317.9291    11.9892    13282709.9    13282.71  11:59:21   317:55:45  -0.00000
 11:25:20   317.7165    12.0208    13268770.0    13268.77  12:01:15   317:43:00  -0.00000
 11:25:21   317.5035    12.0520    13254988.8    13254.99  12:03:07   317:30:13  -0.00000
 11:25:22   317.2900    12.0830    13241366.8    13241.37  12:04:59   317:17:24  -0.00000
 11:25:23   317.0760    12.1136    13227904.5    13227.90  12:06:49   317:04:33  -0.00000
 11:25:24   316.8615    12.1439    13214602.4    13214.60  12:08:38   316:51:41  -0.00000
 11:25:25   316.6465    12.1739    13201461.0    13201.46  12:10:26   316:38:47  -0.00000
 11:25:26   316.4310    12.2035    13188480.7    13188.48  12:12:13   316:25:51  -0.00000
 11:25:27   316.2150    12.2329    13175662.1    13175.66  12:13:58   316:12:54  -0.00000
 11:25:28   315.9986    12.2619    13163005.7    13163.01  12:15:43   315:59:55  -0.00000
 11:25:29   315.7817    12.2905    13150511.9    13150.51  12:17:26   315:46:54  -0.00000
 11:25:30   315.5643    12.3189    13138181.2    13138.18  12:19:08   315:33:52  -0.00000
 11:25:31   315.3465    12.3469    13126014.1    13126.01  12:20:49   315:20:47  -0.00000
 11:25:32   315.1282    12.3745    13114011.0    13114.01  12:22:28   315:07:42  -0.00000
 11:25:33   314.9095    12.4019    13102172.5    13102.17  12:24:07   314:54:34  -0.00000
 11:25:34   314.6903    12.4288    13090498.9    13090.50  12:25:44   314:41:25  -0.00000
 11:25:35   314.4707    12.4555    13078990.7    13078.99  12:27:20   314:28:14  -0.00000
 11:25:36   314.2506    12.4817    13067648.4    13067.65  12:28:54   314:15:02  -0.00000
 11:25:37   314.0301    12.5077    13056472.4    13056.47  12:30:28   314:01:49  -0.00000
 11:25:38   313.8092    12.5332    13045463.1    13045.46  12:32:00   313:48:33  -0.00000
 11:25:39   313.5879    12.5584    13034621.1    13034.62  12:33:30   313:35:16  -0.00000
 11:25:40   313.3662    12.5833    13023946.6    13023.95  12:35:00   313:21:58  -0.00000
 11:25:41   313.1440    12.6078    13013440.1    13013.44  12:36:28   313:08:38  -0.00000
 11:25:42   312.9214    12.6319    13003102.1    13003.10  12:37:55   312:55:17  -0.00000
 11:25:43   312.6985    12.6556    12992933.0    12992.93  12:39:20   312:41:55  -0.00000
 11:25:44   312.4751    12.6790    12982933.1    12982.93  12:40:44   312:28:30  -0.00000
 11:25:45   312.2514    12.7020    12973102.8    12973.10  12:42:07   312:15:05  -0.00000
 11:25:46   312.0273    12.7247    12963442.6    12963.44  12:43:29   312:01:38  -0.00000
 11:25:47   311.8028    12.7469    12953952.9    12953.95  12:44:49   311:48:10  -0.00000
 11:25:48   311.5779    12.7688    12944634.0    12944.63  12:46:08   311:34:40  -0.00000
 11:25:49   311.3526    12.7903    12935486.2    12935.49  12:47:25   311:21:10  -0.00000
 11:25:50   311.1270    12.8114    12926510.1    12926.51  12:48:41   311:07:37  -0.00000
 11:25:51   310.9011    12.8322    12917705.9    12917.71  12:49:56   310:54:04  -0.00000
 11:25:52   310.6748    12.8525    12909073.9    12909.07  12:51:09   310:40:29  -0.00000
 11:25:53   310.4481    12.8725    12900614.7    12900.61  12:52:21   310:26:53  -0.00000
 11:25:54   310.2212    12.8921    12892328.4    12892.33  12:53:31   310:13:16  -0.00000
 11:25:55   309.9939    12.9112    12884215.4    12884.22  12:54:40   309:59:38  -0.00000
 11:25:56   309.7662    12.9300    12876276.2    12876.28  12:55:48   309:45:58  -0.00000
 11:25:57   309.5383    12.9484    12868510.9    12868.51  12:56:54   309:32:18  -0.00000
 11:25:58   309.3100    12.9664    12860919.9    12860.92  12:57:59   309:18:36  -0.00000
 11:25:59   309.0815    12.9840    12853503.6    12853.50  12:59:02   309:04:53  -0.00000
 11:26:00   308.8526    13.0011    12846262.2    12846.26  13:00:04   308:51:09  -0.00000
 11:26:01   308.6235    13.0179    12839196.0    12839.20  13:01:04   308:37:25  -0.00000
 11:26:02   308.3940    13.0343    12832305.4    12832.31  13:02:03   308:23:39  -0.00000
 11:26:03   308.1643    13.0502    12825590.6    12825.59  13:03:01   308:09:52  -0.00000
 11:26:04   307.9344    13.0658    12819051.9    12819.05  13:03:57   307:56:04  -0.00000
 11:26:05   307.7041    13.0809    12812689.6    12812.69  13:04:51   307:42:15  -0.00000
 11:26:06   307.4736    13.0956    12806504.0    12806.50  13:05:44   307:28:25  -0.00000
 11:26:07   307.2429    13.1100    12800495.2    12800.50  13:06:36   307:14:34  -0.00000
 11:26:08   307.0119    13.1239    12794663.6    12794.66  13:07:26   307:00:43  -0.00000
 11:26:09   306.7806    13.1373    12789009.4    12789.01  13:08:14   306:46:50  -0.00000
 11:26:10   306.5492    13.1504    12783532.8    12783.53  13:09:01   306:32:57  -0.00000
 11:26:11   306.3175    13.1630    12778234.1    12778.23  13:09:47   306:19:03  -0.00000
 11:26:12   306.0856    13.1752    12773113.5    12773.11  13:10:31   306:05:08  -0.00000
 11:26:13   305.8535    13.1870    12768171.3    12768.17  13:11:13   305:51:12  -0.00000
 11:26:14   305.6211    13.1984    12763407.5    12763.41  13:11:54   305:37:16  -0.00000
 11:26:15   305.3886    13.2093    12758822.5    12758.82  13:12:34   305:23:19  -0.00000
 11:26:16   305.1559    13.2199    12754416.4    12754.42  13:13:11   305:09:21  -0.00000
 11:26:17   304.9231    13.2299    12750189.4    12750.19  13:13:48   304:55:23  -0.00000
 11:26:18   304.6900    13.2396    12746141.6    12746.14  13:14:23   304:41:24  -0.00000
 11:26:19   304.4568    13.2488    12742273.4    12742.27  13:14:56   304:27:25  -0.00000
 11:26:20   304.2234    13.2576    12738584.8    12738.58  13:15:27   304:13:24  -0.00000
 11:26:21   303.9899    13.2660    12735075.9    12735.08  13:15:58   303:59:24  -0.00000
 11:26:22   303.7563    13.2739    12731747.0    12731.75  13:16:26   303:45:23  -0.00000
 11:26:23   303.5225    13.2814    12728598.1    12728.60  13:16:53   303:31:21  -0.00000
 11:26:24   303.2885    13.2885    12725629.5    12725.63  13:17:19   303:17:19  -0.00000
 11:26:25   303.0545    13.2951    12722841.2    12722.84  13:17:42   303:03:16  -0.00000
 11:26:26   302.8203    13.3013    12720233.3    12720.23  13:18:05   302:49:13  -0.00000
 11:26:27   302.5860    13.3071    12717806.0    12717.81  13:18:25   302:35:10  -0.00000
 11:26:28   302.3517    13.3124    12715559.4    12715.56  13:18:45   302:21:06  -0.00000
 11:26:29   302.1172    13.3172    12713493.5    12713.49  13:19:02   302:07:02  -0.00000
 11:26:30   301.8827    13.3217    12711608.5    12711.61  13:19:18   301:52:58  -0.00000
 11:26:31   301.6481    13.3257    12709904.4    12709.90  13:19:32   301:38:53  -0.00000
 11:26:32   301.4134    13.3292    12708381.3    12708.38  13:19:45   301:24:48  -0.00000
 11:26:33   301.1786    13.3324    12707039.2    12707.04  13:19:57   301:10:43  -0.00000
 11:26:34   300.9438    13.3350    12705878.3    12705.88  13:20:06   300:56:38  -0.00000
 11:26:35   300.7090    13.3373    12704898.5    12704.90  13:20:14   300:42:32  -0.00000
 11:26:36   300.4741    13.3391    12704099.9    12704.10  13:20:21   300:28:27  -0.00000
 11:26:37   300.2392    13.3404    12703482.6    12703.48  13:20:26   300:14:21  -0.00000
 11:26:38   300.0043    13.3413    12703046.5    12703.05  13:20:29   300:00:15  -0.00000
 11:26:39   299.7693    13.3418    12702791.7    12702.79  13:20:31   299:46:10  -0.00000
 11:26:40   299.5344    13.3419    12702718.2    12702.72  13:20:31   299:32:04  -0.00000
 11:26:41   299.2994    13.3414    12702825.9    12702.83  13:20:29   299:17:58  -0.00000
 11:26:42   299.0645    13.3406    12703114.9    12703.11  13:20:26   299:03:52  -0.00000
 11:26:43   298.8295    13.3393    12703585.2    12703.59  13:20:21   298:49:46  -0.00000
 11:26:44   298.5946    13.3376    12704236.7    12704.24  13:20:15   298:35:41  -0.00000
 11:26:45   298.3598    13.3354    12705069.4    12705.07  13:20:07   298:21:35  -0.00000
 11:26:46   298.1249    13.3328    12706083.3    12706.08  13:19:58   298:07:30  -0.00000
 11:26:47   297.8901    13.3297    12707278.2    12707.28  13:19:47   297:53:24  -0.00000
 11:26:48   297.6554    13.3262    12708654.3    12708.65  13:19:34   297:39:19  -0.00000
 11:26:49   297.4207    13.3223    12710211.3    12710.21  13:19:20   297:25:15  -0.00000
 11:26:50   297.1861    13.3179    12711949.2    12711.95  13:19:04   297:11:10  -0.00000
 11:26:51   296.9516    13.3131    12713868.0    12713.87  13:18:47   296:57:06  -0.00000
 11:26:52   296.7172    13.3078    12715967.5    12715.97  13:18:28   296:43:02  -0.00000
 11:26:53   296.4828    13.3021    12718247.7    12718.25  13:18:08   296:28:58  -0.00000
 11:26:54   296.2486    13.2960    12720708.4    12720.71  13:17:46   296:14:55  -0.00000
 11:26:55   296.0144    13.2895    12723349.6    12723.35  13:17:22   296:00:52  -0.00000
 11:26:56   295.7804    13.2825    12726171.1    12726.17  13:16:57   295:46:49  -0.00000
 11:26:57   295.5465    13.2750    12729172.8    12729.17  13:16:30   295:32:47  -0.00000
 11:26:58   295.3127    13.2671    12732354.5    12732.35  13:16:02   295:18:46  -0.00000
 11:26:59   295.0791    13.2588    12735716.2    12735.72  13:15:32   295:04:45  -0.00000
 11:27:00   294.8456    13.2501    12739257.6    12739.26  13:15:00   294:50:44  -0.00000
 11:27:01   294.6123    13.2409    12742978.6    12742.98  13:14:27   294:36:44  -0.00000
 11:27:02   294.3791    13.2313    12746879.1    12746.88  13:13:53   294:22:45  -0.00000
 11:27:03   294.1461    13.2213    12750958.9    12750.96  13:13:17   294:08:46  -0.00000
 11:27:04   293.9132    13.2109    12755217.7    12755.22  13:12:39   293:54:48  -0.00000
 11:27:05   293.6806    13.2000    12759655.5    12759.66  13:12:00   293:40:50  -0.00000
 11:27:06   293.4481    13.1887    12764271.9    12764.27  13:11:19   293:26:53  -0.00000
 11:27:07   293.2158    13.1769    12769066.9    12769.07  13:10:37   293:12:57  -0.00000
 11:27:08   292.9838    13.1648    12774040.1    12774.04  13:09:53   292:59:02  -0.00000
 11:27:09   292.7519    13.1522    12779191.4    12779.19  13:09:08   292:45:07  -0.00000
 11:27:10   292.5203    13.1392    12784520.6    12784.52  13:08:21   292:31:13  -0.00000
 11:27:11   292.2888    13.1258    12790027.4    12790.03  13:07:33   292:17:20  -0.00000
 11:27:12   292.0577    13.1120    12795711.6    12795.71  13:06:43   292:03:28  -0.00000
 11:27:13   291.8267    13.0977    12801572.9    12801.57  13:05:52   291:49:36  -0.00000
 11:27:14   291.5960    13.0830    12807611.1    12807.61  13:04:59   291:35:46  -0.00000
 11:27:15   291.3655    13.0680    12813825.9    12813.83  13:04:05   291:21:56  -0.00000
 11:27:16   291.1353    13.0525    12820217.1    12820.22  13:03:09   291:08:07  -0.00000
 11:27:17   290.9054    13.0366    12826784.3    12826.78  13:02:12   290:54:20  -0.00000
 11:27:18   290.6758    13.0203    12833527.3    12833.53  13:01:13   290:40:33  -0.00000
 11:27:19   290.4464    13.0035    12840445.8    12840.45  13:00:13   290:26:47  -0.00000
 11:27:20   290.2173    12.9864    12847539.6    12847.54  12:59:11   290:13:02  -0.00000
 11:27:21   289.9885    12.9689    12854808.2    12854.81  12:58:08   289:59:19  -0.00000
 11:27:22   289.7600    12.9510    12862251.5    12862.25  12:57:03   289:45:36  -0.00000
 11:27:23   289.5318    12.9326    12869869.0    12869.87  12:55:58   289:31:54  -0.00000
 11:27:24   289.3039    12.9139    12877660.5    12877.66  12:54:50   289:18:14  -0.00000
 11:27:25   289.0763    12.8948    12885625.6    12885.63  12:53:41   289:04:35  -0.00000
 11:27:26   288.8491    12.8753    12893764.1    12893.76  12:52:31   288:50:57  -0.00000
 11:27:27   288.6222    12.8554    12902075.4    12902.08  12:51:19   288:37:20  -0.00000
 11:27:28   288.3956    12.8351    12910559.4    12910.56  12:50:06   288:23:44  -0.00000
 11:27:29   288.1693    12.8144    12919215.7    12919.22  12:48:52   288:10:10  -0.00000
 11:27:30   287.9434    12.7933    12928043.8    12928.04  12:47:36   287:56:36  -0.00000
 11:27:31   287.7179    12.7719    12937043.5    12937.04  12:46:19   287:43:04  -0.00000
 11:27:32   287.4927    12.7501    12946214.3    12946.21  12:45:00   287:29:34  -0.00000
 11:27:33   287.2679    12.7279    12955555.9    12955.56  12:43:40   287:16:04  -0.00000
 11:27:34   287.0435    12.7053    12965068.0    12965.07  12:42:19   287:02:36  -0.00000
 11:27:35   286.8194    12.6823    12974750.0    12974.75  12:40:56   286:49:10  -0.00000
 11:27:36   286.5957    12.6590    12984601.6    12984.60  12:39:32   286:35:45  -0.00000
 11:27:37   286.3724    12.6353    12994622.4    12994.62  12:38:07   286:22:21  -0.00000
 11:27:38   286.1495    12.6112    13004812.1    13004.81  12:36:40   286:08:58  -0.00000
 11:27:39   285.9270    12.5868    13015170.1    13015.17  12:35:12   285:55:37  -0.00000
 11:27:40   285.7049    12.5620    13025696.1    13025.70  12:33:43   285:42:18  -0.00000
 11:27:41   285.4832    12.5368    13036389.6    13036.39  12:32:12   285:29:00  -0.00000
 11:27:42   285.2620    12.5113    13047250.3    13047.25  12:30:41   285:15:43  -0.00000
 11:27:43   285.0411    12.4854    13058277.7    13058.28  12:29:07   285:02:28  -0.00000
 11:27:44   284.8207    12.4592    13069471.3    13069.47  12:27:33   284:49:15  -0.00000
 11:27:45   284.6007    12.4326    13080830.7    13080.83  12:25:57   284:36:03  -0.00000
 11:27:46   284.3812    12.4057    13092355.5    13092.36  12:24:20   284:22:52  -0.00000
