#T(H:M:S)     AZ(D)      ELV(D)   RANGE(NS)       US         H'          A'       Rate[X]
 11:27:47   284.1620    12.3784    13104045.2    13104.05  12:22:42   284:09:43  -0.00000
 11:27:48   283.9434    12.3508    13115899.3    13115.90  12:21:03   283:56:36  -0.00000
 11:27:49   283.7251    12.3229    13127917.4    13127.92  12:19:22   283:43:31  -0.00000
 11:27:50   283.5074    12.2946    13140099.0    13140.10  12:17:40   283:30:27  -0.00000
 11:27:51   283.2901    12.2659    13152443.7    13152.44  12:15:57   283:17:24  -0.00000
 11:27:52   283.0732    12.2370    13164950.9    13164.95  12:14:13   283:04:24  -0.00000
 11:27:53   282.8569    12.2077    13177620.2    13177.62  12:12:28   282:51:25  -0.00000
 11:27:54   282.6410    12.1781    13190451.1    13190.45  12:10:41   282:38:27  -0.00000
 11:27:55   282.4255    12.1481    13203443.1    13203.44  12:08:53   282:25:32  -0.00000
 11:27:56   282.2106    12.1179    13216595.8    13216.60  12:07:04   282:12:38  -0.00000
 11:27:57   281.9961    12.0873    13229908.5    13229.91  12:05:14   281:59:46  -0.00000
 11:27:58   281.7822    12.0564    13243380.9    13243.38  12:03:23   281:46:56  -0.00000
 11:27:59   281.5687    12.0252    13257012.4    13257.01  12:01:31   281:34:07  -0.00000
 11:28:00   281.3557    11.9936    13270802.4    13270.80  11:59:37   281:21:21  -0.00000
 11:28:01   281.1432    11.9618    13284750.6    13284.75  11:57:43   281:08:36  -0.00000
 11:28:02   280.9313    11.9297    13298856.3    13298.86  11:55:47   280:55:53  -0.00000
 11:28:03   280.7198    11.8972    13313119.1    13313.12  11:53:50   280:43:11  -0.00000
 11:28:04   280.5089    11.8645    13327538.3    13327.54  11:51:52   280:30:32  -0.00000
 11:28:05   280.2984    11.8315    13342113.6    13342.11  11:49:53   280:17:54  -0.00000
 11:28:06   280.0885    11.7981    13356844.3    13356.84  11:47:53   280:05:19  -0.00000
 11:28:07   279.8791    11.7645    13371730.0    13371.73  11:45:52   279:52:45  -0.00000
 11:28:08   279.6703    11.7306    13386770.1    13386.77  11:43:50   279:40:13  -0.00000
 11:28:09   279.4619    11.6964    13401963.9    13401.96  11:41:47   279:27:43  -0.00000
 11:28:10   279.2541    11.6619    13417311.1    13417.31  11:39:43   279:15:15  -0.00000
 11:28:11   279.0469    11.6271    13432811.1    13432.81  11:37:38   279:02:49  -0.00000
 11:28:12   278.8401    11.5921    13448463.3    13448.46  11:35:32   278:50:25  -0.00000
 11:28:13   278.6340    11.5568    13464267.1    13464.27  11:33:24   278:38:02  -0.00000
 11:28:14   278.4283    11.5212    13480222.0    13480.22  11:31:16   278:25:42  -0.00000
 11:28:15   278.2233    11.4853    13496327.4    13496.33  11:29:07   278:13:24  -0.00000
 11:28:16   278.0187    11.4492    13512582.8    13512.58  11:26:57   278:01:07  -0.00000
 11:28:17   277.8147    11.4128    13528987.7    13528.99  11:24:46   277:48:53  -0.00000
 11:28:18   277.6113    11.3762    13545541.3    13545.54  11:22:34   277:36:41  -0.00000
 11:28:19   277.4084    11.3393    13562243.3    13562.24  11:20:21   277:24:30  -0.00000
 11:28:20   277.2061    11.3021    13579093.0    13579.09  11:18:08   277:12:22  -0.00000
 11:28:21   277.0044    11.2647    13596089.8    13596.09  11:15:53   277:00:16  -0.00000
 11:28:22   276.8032    11.2270    13613233.1    13613.23  11:13:37   276:48:12  -0.00000
 11:28:23   276.6026    11.1891    13630522.5    13630.52  11:11:21   276:36:09  -0.00000
 11:28:24   276.4026    11.1509    13647957.2    13647.96  11:09:03   276:24:09  -0.00000
 11:28:25   276.2031    11.1125    13665536.8    13665.54  11:06:45   276:12:11  -0.00000
 11:28:26   276.0043    11.0739    13683260.6    13683.26  11:04:26   276:00:15  -0.00000
 11:28:27   275.8060    11.0350    13701128.1    13701.13  11:02:06   275:48:21  -0.00000
 11:28:28   275.6082    10.9959    13719138.7    13719.14  10:59:45   275:36:30  -0.00000
 11:28:29   275.4111    10.9566    13737291.7    13737.29  10:57:24   275:24:40  -0.00000
 11:28:30   275.2145    10.9170    13755586.6    13755.59  10:55:01   275:12:52  -0.00000
 11:28:31   275.0185    10.8773    13774022.9    13774.02  10:52:38   275:01:07  -0.00000
 11:28:32   274.8232    10.8372    13792599.8    13792.60  10:50:14   274:49:23  -0.00000
 11:28:33   274.6284    10.7970    13811316.9    13811.32  10:47:49   274:37:42  -0.00000
 11:28:34   274.4341    10.7566    13830173.5    13830.17  10:45:24   274:26:03  -0.00000
 11:28:35   274.2405    10.7159    13849169.0    13849.17  10:42:57   274:14:26  -0.00000
 11:28:36   274.0475    10.6751    13868302.8    13868.30  10:40:30   274:02:51  -0.00000
 11:28:37   273.8551    10.6340    13887574.4    13887.57  10:38:02   273:51:18  -0.00000
 11:28:38   273.6632    10.5927    13906983.1    13906.98  10:35:34   273:39:48  -0.00000
 11:28:39   273.4720    10.5512    13926528.4    13926.53  10:33:04   273:28:19  -0.00000
 11:28:40   273.2814    10.5095    13946209.6    13946.21  10:30:34   273:16:53  -0.00000
 11:28:41   273.0913    10.4677    13966026.1    13966.03  10:28:04   273:05:29  -0.00000
 11:28:42   272.9019    10.4256    13985977.4    13985.98  10:25:32   272:54:07  -0.00000
 11:28:43   272.7130    10.3833    14006062.7    14006.06  10:23:00   272:42:47  -0.00000
 11:28:44   272.5248    10.3409    14026281.6    14026.28  10:20:27   272:31:29  -0.00000
 11:28:45   272.3372    10.2982    14046633.5    14046.63  10:17:54   272:20:14  -0.00000
 11:28:46   272.1501    10.2554    14067117.6    14067.12  10:15:19   272:09:00  -0.00000
 11:28:47   271.9637    10.2124    14087733.5    14087.73  10:12:45   271:57:49  -0.00000
 11:28:48   271.7779    10.1692    14108480.4    14108.48  10:10:09   271:46:40  -0.00000
 11:28:49   271.5927    10.1259    14129357.9    14129.36  10:07:33   271:35:34  -0.00000
 11:28:50   271.4081    10.0823    14150365.2    14150.37  10:04:56   271:24:29  -0.00000
 11:28:51   271.2241    10.0386    14171501.9    14171.50  10:02:19   271:13:27  -0.00000
 11:28:52   271.0407     9.9948    14192767.2    14192.77  09:59:41   271:02:27  -0.00000
 11:28:53   270.8579     9.9507    14214160.6    14214.16  09:57:03   270:51:29  -0.00000
 11:28:54   270.6758     9.9065    14235681.5    14235.68  09:54:24   270:40:33  -0.00000
 11:28:55   270.4942     9.8622    14257329.2    14257.33  09:51:44   270:29:39  -0.00000
 11:28:56   270.3133     9.8177    14279103.2    14279.10  09:49:04   270:18:48  -0.00000
 11:28:57   270.1329     9.7730    14301002.8    14301.00  09:46:23   270:07:59  -0.00000
 11:28:58   269.9532     9.7282    14323027.5    14323.03  09:43:41   269:57:12  -0.00000
 11:28:59   269.7741     9.6832    14345176.6    14345.18  09:40:59   269:46:27  -0.00000
 11:29:00   269.5956     9.6381    14367449.6    14367.45  09:38:17   269:35:44  -0.00000
 11:29:01   269.4177     9.5928    14389845.8    14389.85  09:35:34   269:25:04  -0.00000
 11:29:02   269.2404     9.5474    14412364.6    14412.36  09:32:51   269:14:26  -0.00000
 11:29:03   269.0638     9.5018    14435005.4    14435.01  09:30:07   269:03:50  -0.00000
 11:29:04   268.8877     9.4561    14457767.7    14457.77  09:27:22   268:53:16  -0.00000
 11:29:05   268.7123     9.4103    14480650.7    14480.65  09:24:37   268:42:44  -0.00000
 11:29:06   268.5374     9.3644    14503654.0    14503.65  09:21:52   268:32:15  -0.00000
 11:29:07   268.3632     9.3183    14526776.9    14526.78  09:19:06   268:21:48  -0.00000
 11:29:08   268.1896     9.2720    14550018.8    14550.02  09:16:19   268:11:23  -0.00000
 11:29:09   268.0166     9.2257    14573379.1    14573.38  09:13:33   268:01:00  -0.00000
 11:29:10   267.8442     9.1792    14596857.3    14596.86  09:10:45   267:50:39  -0.00000
 11:29:11   267.6724     9.1326    14620452.6    14620.45  09:07:58   267:40:21  -0.00000
 11:29:12   267.5013     9.0859    14644164.6    14644.16  09:05:09   267:30:05  -0.00000
 11:29:13   267.3307     9.0391    14667992.5    14667.99  09:02:21   267:19:50  -0.00000
 11:29:14   267.1607     8.9922    14691935.9    14691.94  08:59:32   267:09:39  -0.00000
 11:29:15   266.9914     8.9451    14715994.1    14715.99  08:56:42   266:59:29  -0.00000
 11:29:16   266.8227     8.8979    14740166.6    14740.17  08:53:53   266:49:22  -0.00000
 11:29:17   266.6545     8.8507    14764452.6    14764.45  08:51:02   266:39:16  -0.00000
 11:29:18   266.4870     8.8033    14788851.8    14788.85  08:48:12   266:29:13  -0.00000
 11:29:19   266.3201     8.7558    14813363.4    14813.36  08:45:21   266:19:12  -0.00000
 11:29:20   266.1538     8.7082    14837986.8    14837.99  08:42:30   266:09:14  -0.00000
 11:29:21   265.9881     8.6605    14862721.5    14862.72  08:39:38   265:59:17  -0.00000
 11:29:22   265.8230     8.6127    14887566.9    14887.57  08:36:46   265:49:23  -0.00000
 11:29:23   265.6585     8.5649    14912522.5    14912.52  08:33:54   265:39:30  -0.00000
 11:29:24   265.4946     8.5169    14937587.5    14937.59  08:31:01   265:29:40  -0.00000
 11:29:25   265.3313     8.4688    14962761.5    14962.76  08:28:08   265:19:53  -0.00000
 11:29:26   265.1686     8.4207    14988043.8    14988.04  08:25:14   265:10:07  -0.00000
 11:29:27   265.0065     8.3724    15013433.9    15013.43  08:22:21   265:00:23  -0.00000
 11:29:28   264.8450     8.3241    15038931.2    15038.93  08:19:27   264:50:42  -0.00000
 11:29:29   264.6841     8.2757    15064535.1    15064.54  08:16:33   264:41:03  -0.00000
 11:29:30   264.5238     8.2272    15090245.1    15090.25  08:13:38   264:31:26  -0.00000
 11:29:31   264.3641     8.1786    15116060.5    15116.06  08:10:43   264:21:51  -0.00000
 11:29:32   264.2049     8.1300    15141980.8    15141.98  08:07:48   264:12:18  -0.00000
 11:29:33   264.0464     8.0813    15168005.5    15168.01  08:04:53   264:02:47  -0.00000
 11:29:34   263.8885     8.0325    15194133.8    15194.13  08:01:57   263:53:19  -0.00000
 11:29:35   263.7312     7.9836    15220365.4    15220.37  07:59:01   263:43:52  -0.00000
 11:29:36   263.5744     7.9347    15246699.6    15246.70  07:56:05   263:34:28  -0.00000
 11:29:37   263.4183     7.8857    15273135.8    15273.14  07:53:08   263:25:06  -0.00000
 11:29:38   263.2627     7.8366    15299673.5    15299.67  07:50:12   263:15:46  -0.00000
 11:29:39   263.1077     7.7875    15326312.2    15326.31  07:47:15   263:06:28  -0.00000
 11:29:40   262.9533     7.7383    15353051.2    15353.05  07:44:18   262:57:12  -0.00000
 11:29:41   262.7995     7.6890    15379890.0    15379.89  07:41:21   262:47:58  -0.00000
 11:29:42   262.6463     7.6397    15406828.0    15406.83  07:38:23   262:38:47  -0.00000
 11:29:43   262.4936     7.5903    15433864.8    15433.86  07:35:25   262:29:37  -0.00000
 11:29:44   262.3415     7.5409    15460999.7    15461.00  07:32:27   262:20:30  -0.00000
 11:29:45   262.1900     7.4914    15488232.2    15488.23  07:29:29   262:11:24  -0.00000
 11:29:46   262.0391     7.4419    15515561.7    15515.56  07:26:31   262:02:21  -0.00000
 11:29:47   261.8888     7.3923    15542987.7    15542.99  07:23:32   261:53:20  -0.00000
 11:29:48   261.7390     7.3427    15570509.7    15570.51  07:20:34   261:44:21  -0.00000
 11:29:49   261.5898     7.2930    15598127.0    15598.13  07:17:35   261:35:23  -0.00000
 11:29:50   261.4412     7.2433    15625839.3    15625.84  07:14:36   261:26:28  -0.00000
 11:29:51   261.2932     7.1936    15653645.8    15653.65  07:11:37   261:17:35  -0.00000
 11:29:52   261.1457     7.1438    15681546.2    15681.55  07:08:38   261:08:44  -0.00000
 11:29:53   260.9988     7.0939    15709539.8    15709.54  07:05:38   260:59:56  -0.00000
 11:29:54   260.8524     7.0441    15737626.1    15737.63  07:02:39   260:51:09  -0.00000
 11:29:55   260.7066     6.9942    15765804.6    15765.80  06:59:39   260:42:24  -0.00000
 11:29:56   260.5614     6.9442    15794074.7    15794.07  06:56:39   260:33:41  -0.00000
 11:29:57   260.4168     6.8942    15822436.0    15822.44  06:53:39   260:25:00  -0.00000
 11:29:58   260.2727     6.8442    15850887.9    15850.89  06:50:39   260:16:22  -0.00000
 11:29:59   260.1291     6.7942    15879429.8    15879.43  06:47:39   260:07:45  -0.00000
 11:30:00   259.9861     6.7441    15908061.3    15908.06  06:44:39   259:59:10  -0.00000
 11:30:01   259.8437     6.6940    15936781.8    15936.78  06:41:38   259:50:37  -0.00000
 11:30:02   259.7018     6.6439    15965590.9    15965.59  06:38:38   259:42:06  -0.00000
 11:30:03   259.5605     6.5938    15994487.9    15994.49  06:35:38   259:33:38  -0.00000
 11:30:04   259.4197     6.5436    16023472.5    16023.47  06:32:37   259:25:11  -0.00000
 11:30:05   259.2794     6.4934    16052544.0    16052.54  06:29:36   259:16:46  -0.00000
 11:30:06   259.1398     6.4432    16081702.0    16081.70  06:26:36   259:08:23  -0.00000
 11:30:07   259.0006     6.3930    16110946.0    16110.95  06:23:35   259:00:02  -0.00000
 11:30:08   258.8620     6.3428    16140275.4    16140.28  06:20:34   258:51:43  -0.00000
 11:30:09   258.7239     6.2925    16169689.7    16169.69  06:17:33   258:43:26  -0.00000
 11:30:10   258.5864     6.2422    16199188.5    16199.19  06:14:32   258:35:11  -0.00000
 11:30:11   258.4494     6.1920    16228771.3    16228.77  06:11:31   258:26:58  -0.00000
 11:30:12   258.3130     6.1417    16258437.5    16258.44  06:08:30   258:18:47  -0.00000
 11:30:13   258.1771     6.0914    16288186.7    16288.19  06:05:29   258:10:37  -0.00000
 11:30:14   258.0417     6.0411    16318018.4    16318.02  06:02:28   258:02:30  -0.00000
 11:30:15   257.9068     5.9908    16347932.0    16347.93  05:59:27   257:54:25  -0.00000
 11:30:16   257.7725     5.9405    16377927.1    16377.93  05:56:26   257:46:21  -0.00000
 11:30:17   257.6387     5.8902    16408003.3    16408.00  05:53:25   257:38:19  -0.00000
 11:30:18   257.5054     5.8399    16438159.9    16438.16  05:50:24   257:30:20  -0.00000
 11:30:19   257.3727     5.7896    16468396.7    16468.40  05:47:22   257:22:22  -0.00000
 11:30:20   257.2404     5.7393    16498712.9    16498.71  05:44:21   257:14:26  -0.00000
 11:30:21   257.1087     5.6890    16529108.3    16529.11  05:41:20   257:06:31  -0.00000
 11:30:22   256.9775     5.6387    16559582.3    16559.58  05:38:19   256:58:39  -0.00000
 11:30:23   256.8468     5.5884    16590134.4    16590.13  05:35:18   256:50:49  -0.00000
 11:30:24   256.7167     5.5381    16620764.2    16620.76  05:32:17   256:43:00  -0.00000
 11:30:25   256.5870     5.4878    16651471.2    16651.47  05:29:16   256:35:13  -0.00000
 11:30:26   256.4579     5.4375    16682255.0    16682.25  05:26:15   256:27:28  -0.00000
 11:30:27   256.3292     5.3873    16713115.0    16713.11  05:23:14   256:19:45  -0.00000
 11:30:28   256.2011     5.3370    16744050.8    16744.05  05:20:13   256:12:04  -0.00000
 11:30:29   256.0735     5.2868    16775062.0    16775.06  05:17:13   256:04:25  -0.00000
 11:30:30   255.9464     5.2366    16806148.1    16806.15  05:14:12   255:56:47  -0.00000
 11:30:31   255.8197     5.1864    16837308.6    16837.31  05:11:11   255:49:11  -0.00000
 11:30:32   255.6936     5.1362    16868543.1    16868.54  05:08:10   255:41:37  -0.00000
 11:30:33   255.5680     5.0861    16899851.2    16899.85  05:05:10   255:34:05  -0.00000
 11:30:34   255.4428     5.0359    16931232.3    16931.23  05:02:09   255:26:34  -0.00000

